tract_geoid,tract_name,county_geoid,county_name,county_full_name,health_ins_total,health_ins_pct,acs_health_score
37185950103,"Census Tract 9501.03, Warren County, North Carolina",37185,Warren,Warren County,313,0.12,0.1342775422293864
37155960102,"Census Tract 9601.02, Robeson County, North Carolina",37155,Robeson,Robeson County,598,0.12,0.1342775422293864
37155960202,"Census Tract 9602.02, Robeson County, North Carolina",37155,Robeson,Robeson County,885,0.2,1.4544979462316403
37155960300,"Census Tract 9603, Robeson County, North Carolina",37155,Robeson,Robeson County,1030,0.15,0.6293601937302316
37119005833,"Census Tract 58.33, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,175,0.04,-1.1859428617728671
37119005836,"Census Tract 58.36, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,415,0.11,-0.03075000827089525
37119005838,"Census Tract 58.38, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,344,0.04,-1.1859428617728671
37037020500,"Census Tract 205, Chatham County, North Carolina",37037,Chatham,Chatham County,405,0.11,-0.03075000827089525
37063001807,"Census Tract 18.07, Durham County, North Carolina",37063,Durham,Durham County,1013,0.11,-0.03075000827089525
37107011300,"Census Tract 113, Lenoir County, North Carolina",37107,Lenoir,Lenoir County,554,0.12,0.1342775422293864
37109070202,"Census Tract 702.02, Lincoln County, North Carolina",37109,Lincoln,Lincoln County,148,0.04,-1.1859428617728671
37179020601,"Census Tract 206.01, Union County, North Carolina",37179,Union,Union County,1297,0.27,2.6096907997336123
37179020702,"Census Tract 207.02, Union County, North Carolina",37179,Union,Union County,471,0.12,0.1342775422293864
37129012103,"Census Tract 121.03, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,207,0.05,-1.0209153112725855
37067004010,"Census Tract 40.10, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,180,0.05,-1.0209153112725855
37067004007,"Census Tract 40.07, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,231,0.03,-1.350970412273149
37161960600,"Census Tract 9606, Rutherford County, North Carolina",37161,Rutherford,Rutherford County,565,0.16,0.7943877442305134
37183053521,"Census Tract 535.21, Wake County, North Carolina",37183,Wake,Wake County,170,0.05,-1.0209153112725855
37183053523,"Census Tract 535.23, Wake County, North Carolina",37183,Wake,Wake County,238,0.04,-1.1859428617728671
37183053605,"Census Tract 536.05, Wake County, North Carolina",37183,Wake,Wake County,192,0.07,-0.690860210272022
37183053608,"Census Tract 536.08, Wake County, North Carolina",37183,Wake,Wake County,150,0.03,-1.350970412273149
37183053610,"Census Tract 536.10, Wake County, North Carolina",37183,Wake,Wake County,813,0.07,-0.690860210272022
37067004013,"Census Tract 40.13, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,468,0.14,0.4643326432299501
37069060200,"Census Tract 602, Franklin County, North Carolina",37069,Franklin,Franklin County,397,0.11,-0.03075000827089525
37069060401,"Census Tract 604.01, Franklin County, North Carolina",37069,Franklin,Franklin County,275,0.1,-0.1957775587711769
37141920202,"Census Tract 9202.02, Pender County, North Carolina",37141,Pender,Pender County,685,0.08,-0.5258326597717404
37077970602,"Census Tract 9706.02, Granville County, North Carolina",37077,Granville,Granville County,434,0.06,-0.8558877607723039
37031970102,"Census Tract 9701.02, Carteret County, North Carolina",37031,Carteret,Carteret County,207,0.08,-0.5258326597717404
37031970200,"Census Tract 9702, Carteret County, North Carolina",37031,Carteret,Carteret County,179,0.13,0.29930509272966827
37031970501,"Census Tract 9705.01, Carteret County, North Carolina",37031,Carteret,Carteret County,462,0.16,0.7943877442305134
37031970702,"Census Tract 9707.02, Carteret County, North Carolina",37031,Carteret,Carteret County,707,0.22,1.7845530472322035
37035011504,"Census Tract 115.04, Catawba County, North Carolina",37035,Catawba,Catawba County,554,0.08,-0.5258326597717404
37035011602,"Census Tract 116.02, Catawba County, North Carolina",37035,Catawba,Catawba County,541,0.1,-0.1957775587711769
37035011801,"Census Tract 118.01, Catawba County, North Carolina",37035,Catawba,Catawba County,490,0.08,-0.5258326597717404
37037020104,"Census Tract 201.04, Chatham County, North Carolina",37037,Chatham,Chatham County,158,0.03,-1.350970412273149
37049960402,"Census Tract 9604.02, Craven County, North Carolina",37049,Craven,Craven County,185,0.04,-1.1859428617728671
37067000802,"Census Tract 8.02, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,395,0.17,0.9594152947307952
37155960702,"Census Tract 9607.02, Robeson County, North Carolina",37155,Robeson,Robeson County,574,0.18,1.1244428452310766
37155961100,"Census Tract 9611, Robeson County, North Carolina",37155,Robeson,Robeson County,544,0.26,2.4446632492333307
37063001809,"Census Tract 18.09, Durham County, North Carolina",37063,Durham,Durham County,351,0.06,-0.8558877607723039
37063002019,"Census Tract 20.19, Durham County, North Carolina",37063,Durham,Durham County,202,0.04,-1.1859428617728671
37083931100,"Census Tract 9311, Halifax County, North Carolina",37083,Halifax,Halifax County,686,0.15,0.6293601937302316
37155961302,"Census Tract 9613.02, Robeson County, North Carolina",37155,Robeson,Robeson County,883,0.16,0.7943877442305134
37155961802,"Census Tract 9618.02, Robeson County, North Carolina",37155,Robeson,Robeson County,922,0.17,0.9594152947307952
37071031302,"Census Tract 313.02, Gaston County, North Carolina",37071,Gaston,Gaston County,699,0.14,0.4643326432299501
37129012104,"Census Tract 121.04, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,396,0.06,-0.8558877607723039
37129012201,"Census Tract 122.01, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,329,0.12,0.1342775422293864
37129012202,"Census Tract 122.02, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,209,0.06,-0.8558877607723039
37163970500,"Census Tract 9705, Sampson County, North Carolina",37163,Sampson,Sampson County,835,0.14,0.4643326432299501
37183053803,"Census Tract 538.03, Wake County, North Carolina",37183,Wake,Wake County,70,0.02,-1.5159979627734306
37183053806,"Census Tract 538.06, Wake County, North Carolina",37183,Wake,Wake County,1,0,-1.846053063773994
37183053807,"Census Tract 538.07, Wake County, North Carolina",37183,Wake,Wake County,177,0.04,-1.1859428617728671
37183053808,"Census Tract 538.08, Wake County, North Carolina",37183,Wake,Wake County,162,0.03,-1.350970412273149
37071031402,"Census Tract 314.02, Gaston County, North Carolina",37071,Gaston,Gaston County,134,0.05,-1.0209153112725855
37071031600,"Census Tract 316, Gaston County, North Carolina",37071,Gaston,Gaston County,563,0.14,0.4643326432299501
37069060501,"Census Tract 605.01, Franklin County, North Carolina",37069,Franklin,Franklin County,564,0.08,-0.5258326597717404
37069060802,"Census Tract 608.02, Franklin County, North Carolina",37069,Franklin,Franklin County,694,0.15,0.6293601937302316
37071030501,"Census Tract 305.01, Gaston County, North Carolina",37071,Gaston,Gaston County,153,0.06,-0.8558877607723039
37071030601,"Census Tract 306.01, Gaston County, North Carolina",37071,Gaston,Gaston County,113,0.04,-1.1859428617728671
37105030602,"Census Tract 306.02, Lee County, North Carolina",37105,Lee,Lee County,607,0.12,0.1342775422293864
37107010100,"Census Tract 101, Lenoir County, North Carolina",37107,Lenoir,Lenoir County,563,0.14,0.4643326432299501
37129980100,"Census Tract 9801, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,0,0,-1.846053063773994
37131920100,"Census Tract 9201, Northampton County, North Carolina",37131,Northampton,Northampton County,760,0.16,0.7943877442305134
37067001100,"Census Tract 11, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,315,0.13,0.29930509272966827
37067001300,"Census Tract 13, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,211,0.05,-1.0209153112725855
37067002002,"Census Tract 20.02, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,779,0.22,1.7845530472322035
37067002501,"Census Tract 25.01, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,47,0.02,-1.5159979627734306
37183054004,"Census Tract 540.04, Wake County, North Carolina",37183,Wake,Wake County,380,0.08,-0.5258326597717404
37183054007,"Census Tract 540.07, Wake County, North Carolina",37183,Wake,Wake County,465,0.11,-0.03075000827089525
37071030801,"Census Tract 308.01, Gaston County, North Carolina",37071,Gaston,Gaston County,170,0.12,0.1342775422293864
37071030901,"Census Tract 309.01, Gaston County, North Carolina",37071,Gaston,Gaston County,317,0.15,0.6293601937302316
37071031201,"Census Tract 312.01, Gaston County, North Carolina",37071,Gaston,Gaston County,621,0.18,1.1244428452310766
37071031202,"Census Tract 312.02, Gaston County, North Carolina",37071,Gaston,Gaston County,219,0.1,-0.1957775587711769
37067002701,"Census Tract 27.01, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,2073,0.3,3.104773451234457
37067002703,"Census Tract 27.03, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,934,0.15,0.6293601937302316
37067002903,"Census Tract 29.03, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,629,0.16,0.7943877442305134
37191000101,"Census Tract 1.01, Wayne County, North Carolina",37191,Wayne,Wayne County,956,0.14,0.4643326432299501
37133002100,"Census Tract 21, Onslow County, North Carolina",37133,Onslow,Onslow County,557,0.09,-0.36080510927145876
37135010703,"Census Tract 107.03, Orange County, North Carolina",37135,Orange,Orange County,1194,0.18,1.1244428452310766
37135010902,"Census Tract 109.02, Orange County, North Carolina",37135,Orange,Orange County,445,0.08,-0.5258326597717404
37049960101,"Census Tract 9601.01, Craven County, North Carolina",37049,Craven,Craven County,244,0.07,-0.690860210272022
37049960102,"Census Tract 9601.02, Craven County, North Carolina",37049,Craven,Craven County,507,0.11,-0.03075000827089525
37049960500,"Census Tract 9605, Craven County, North Carolina",37049,Craven,Craven County,988,0.13,0.29930509272966827
37191000302,"Census Tract 3.02, Wayne County, North Carolina",37191,Wayne,Wayne County,871,0.15,0.6293601937302316
37191000304,"Census Tract 3.04, Wayne County, North Carolina",37191,Wayne,Wayne County,780,0.14,0.4643326432299501
37071031703,"Census Tract 317.03, Gaston County, North Carolina",37071,Gaston,Gaston County,247,0.09,-0.36080510927145876
37045950301,"Census Tract 9503.01, Cleveland County, North Carolina",37045,Cleveland,Cleveland County,619,0.14,0.4643326432299501
37057060500,"Census Tract 605, Davidson County, North Carolina",37057,Davidson,Davidson County,293,0.05,-1.0209153112725855
37057061201,"Census Tract 612.01, Davidson County, North Carolina",37057,Davidson,Davidson County,1213,0.2,1.4544979462316403
37057061600,"Census Tract 616, Davidson County, North Carolina",37057,Davidson,Davidson County,666,0.23,1.9495805977324856
37057061803,"Census Tract 618.03, Davidson County, North Carolina",37057,Davidson,Davidson County,342,0.1,-0.1957775587711769
37049961301,"Census Tract 9613.01, Craven County, North Carolina",37049,Craven,Craven County,627,0.17,0.9594152947307952
37039930601,"Census Tract 9306.01, Cherokee County, North Carolina",37039,Cherokee,Cherokee County,489,0.14,0.4643326432299501
37089930100,"Census Tract 9301, Henderson County, North Carolina",37089,Henderson,Henderson County,633,0.16,0.7943877442305134
37089930401,"Census Tract 9304.01, Henderson County, North Carolina",37089,Henderson,Henderson County,577,0.19,1.2894703957313585
37119003903,"Census Tract 39.03, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,299,0.15,0.6293601937302316
37151031200,"Census Tract 312, Randolph County, North Carolina",37151,Randolph,Randolph County,561,0.12,0.1342775422293864
37171931103,"Census Tract 9311.03, Surry County, North Carolina",37171,Surry,Surry County,174,0.1,-0.1957775587711769
37173940100,"Census Tract 9401, Swain County, North Carolina",37173,Swain,Swain County,1580,0.31,3.269801001734739
37081012509,"Census Tract 125.09, Guilford County, North Carolina",37081,Guilford,Guilford County,103,0.04,-1.1859428617728671
37147002001,"Census Tract 20.01, Pitt County, North Carolina",37147,Pitt,Pitt County,2012,0.31,3.269801001734739
37151030201,"Census Tract 302.01, Randolph County, North Carolina",37151,Randolph,Randolph County,464,0.14,0.4643326432299501
37195000900,"Census Tract 9, Wilson County, North Carolina",37195,Wilson,Wilson County,580,0.13,0.29930509272966827
37099950600,"Census Tract 9506, Jackson County, North Carolina",37099,Jackson,Jackson County,517,0.05,-1.0209153112725855
37101040400,"Census Tract 404, Johnston County, North Carolina",37101,Johnston,Johnston County,726,0.16,0.7943877442305134
37081012607,"Census Tract 126.07, Guilford County, North Carolina",37081,Guilford,Guilford County,259,0.11,-0.03075000827089525
37195001200,"Census Tract 12, Wilson County, North Carolina",37195,Wilson,Wilson County,440,0.12,0.1342775422293864
37051003001,"Census Tract 30.01, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,1128,0.09,-0.36080510927145876
37057062002,"Census Tract 620.02, Davidson County, North Carolina",37057,Davidson,Davidson County,333,0.09,-0.36080510927145876
37059080500,"Census Tract 805, Davie County, North Carolina",37059,Davie,Davie County,437,0.09,-0.36080510927145876
37077970200,"Census Tract 9702, Granville County, North Carolina",37077,Granville,Granville County,458,0.1,-0.1957775587711769
37047930400,"Census Tract 9304, Columbus County, North Carolina",37047,Columbus,Columbus County,397,0.11,-0.03075000827089525
37047930600,"Census Tract 9306, Columbus County, North Carolina",37047,Columbus,Columbus County,821,0.23,1.9495805977324856
37081012609,"Census Tract 126.09, Guilford County, North Carolina",37081,Guilford,Guilford County,1498,0.18,1.1244428452310766
37081012706,"Census Tract 127.06, Guilford County, North Carolina",37081,Guilford,Guilford County,847,0.25,2.2796356987330486
37061090300,"Census Tract 903, Duplin County, North Carolina",37061,Duplin,Duplin County,1145,0.2,1.4544979462316403
37107010300,"Census Tract 103, Lenoir County, North Carolina",37107,Lenoir,Lenoir County,229,0.15,0.6293601937302316
37107010600,"Census Tract 106, Lenoir County, North Carolina",37107,Lenoir,Lenoir County,354,0.1,-0.1957775587711769
37107010700,"Census Tract 107, Lenoir County, North Carolina",37107,Lenoir,Lenoir County,166,0.09,-0.36080510927145876
37107010800,"Census Tract 108, Lenoir County, North Carolina",37107,Lenoir,Lenoir County,401,0.09,-0.36080510927145876
37081013601,"Census Tract 136.01, Guilford County, North Carolina",37081,Guilford,Guilford County,213,0.09,-0.36080510927145876
37119004600,"Census Tract 46, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,439,0.15,0.6293601937302316
37119004900,"Census Tract 49, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,126,0.19,1.2894703957313585
37119005100,"Census Tract 51, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,480,0.21,1.6195254967319217
37119005403,"Census Tract 54.03, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,944,0.21,1.6195254967319217
37119005508,"Census Tract 55.08, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,417,0.1,-0.1957775587711769
37119005513,"Census Tract 55.13, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,335,0.07,-0.690860210272022
37119003013,"Census Tract 30.13, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,238,0.04,-1.1859428617728671
37123960100,"Census Tract 9601, Montgomery County, North Carolina",37123,Montgomery,Montgomery County,951,0.15,0.6293601937302316
37037020702,"Census Tract 207.02, Chatham County, North Carolina",37037,Chatham,Chatham County,470,0.12,0.1342775422293864
37051001901,"Census Tract 19.01, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,353,0.18,1.1244428452310766
37099940200,"Census Tract 9402, Jackson County, North Carolina",37099,Jackson,Jackson County,1741,0.28,2.7747183502338943
37063002100,"Census Tract 21, Durham County, North Carolina",37063,Durham,Durham County,313,0.05,-1.0209153112725855
37065020900,"Census Tract 209, Edgecombe County, North Carolina",37065,Edgecombe,Edgecombe County,212,0.08,-0.5258326597717404
37065021100,"Census Tract 211, Edgecombe County, North Carolina",37065,Edgecombe,Edgecombe County,579,0.15,0.6293601937302316
37051002700,"Census Tract 27, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,543,0.07,-0.690860210272022
37093970401,"Census Tract 9704.01, Hoke County, North Carolina",37093,Hoke,Hoke County,923,0.24,2.114608148232767
37097060603,"Census Tract 606.03, Iredell County, North Carolina",37097,Iredell,Iredell County,487,0.26,2.4446632492333307
37097060703,"Census Tract 607.03, Iredell County, North Carolina",37097,Iredell,Iredell County,381,0.12,0.1342775422293864
37097061001,"Census Tract 610.01, Iredell County, North Carolina",37097,Iredell,Iredell County,417,0.11,-0.03075000827089525
37119005616,"Census Tract 56.16, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,285,0.17,0.9594152947307952
37119005617,"Census Tract 56.17, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,135,0.07,-0.690860210272022
37125950200,"Census Tract 9502, Moore County, North Carolina",37125,Moore,Moore County,969,0.12,0.1342775422293864
37125950401,"Census Tract 9504.01, Moore County, North Carolina",37125,Moore,Moore County,446,0.13,0.29930509272966827
37125950602,"Census Tract 9506.02, Moore County, North Carolina",37125,Moore,Moore County,329,0.05,-1.0209153112725855
37059080700,"Census Tract 807, Davie County, North Carolina",37059,Davie,Davie County,969,0.16,0.7943877442305134
37093970201,"Census Tract 9702.01, Hoke County, North Carolina",37093,Hoke,Hoke County,567,0.14,0.4643326432299501
37025041303,"Census Tract 413.03, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,229,0.02,-1.5159979627734306
37051002001,"Census Tract 20.01, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,319,0.13,0.29930509272966827
37051002401,"Census Tract 24.01, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,350,0.23,1.9495805977324856
37065021600,"Census Tract 216, Edgecombe County, North Carolina",37065,Edgecombe,Edgecombe County,315,0.1,-0.1957775587711769
37079950200,"Census Tract 9502, Greene County, North Carolina",37079,Greene,Greene County,873,0.18,1.1244428452310766
37081010702,"Census Tract 107.02, Guilford County, North Carolina",37081,Guilford,Guilford County,197,0.04,-1.1859428617728671
37025041602,"Census Tract 416.02, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,350,0.09,-0.36080510927145876
37025042504,"Census Tract 425.04, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,42,0.03,-1.350970412273149
37025042603,"Census Tract 426.03, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,454,0.06,-0.8558877607723039
37101041400,"Census Tract 414, Johnston County, North Carolina",37101,Johnston,Johnston County,1178,0.16,0.7943877442305134
37101041503,"Census Tract 415.03, Johnston County, North Carolina",37101,Johnston,Johnston County,923,0.11,-0.03075000827089525
37119006302,"Census Tract 63.02, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,399,0.05,-1.0209153112725855
37119006407,"Census Tract 64.07, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,281,0.07,-0.690860210272022
37093970102,"Census Tract 9701.02, Hoke County, North Carolina",37093,Hoke,Hoke County,1047,0.09,-0.36080510927145876
37027030600,"Census Tract 306, Caldwell County, North Carolina",37027,Caldwell,Caldwell County,596,0.13,0.29930509272966827
37081014406,"Census Tract 144.06, Guilford County, North Carolina",37081,Guilford,Guilford County,357,0.14,0.4643326432299501
37103920200,"Census Tract 9202, Jones County, North Carolina",37103,Jones,Jones County,446,0.16,0.7943877442305134
37143920100,"Census Tract 9201, Perquimans County, North Carolina",37143,Perquimans,Perquimans County,684,0.11,-0.03075000827089525
37097061301,"Census Tract 613.01, Iredell County, North Carolina",37097,Iredell,Iredell County,558,0.19,1.2894703957313585
37097061304,"Census Tract 613.04, Iredell County, North Carolina",37097,Iredell,Iredell County,469,0.09,-0.36080510927145876
37097061402,"Census Tract 614.02, Iredell County, North Carolina",37097,Iredell,Iredell County,269,0.05,-1.0209153112725855
37097061501,"Census Tract 615.01, Iredell County, North Carolina",37097,Iredell,Iredell County,336,0.09,-0.36080510927145876
37097061601,"Census Tract 616.01, Iredell County, North Carolina",37097,Iredell,Iredell County,687,0.19,1.2894703957313585
37081016600,"Census Tract 166, Guilford County, North Carolina",37081,Guilford,Guilford County,200,0.08,-0.5258326597717404
37129011705,"Census Tract 117.05, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,435,0.05,-1.0209153112725855
37129012004,"Census Tract 120.04, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,133,0.04,-1.1859428617728671
37129012006,"Census Tract 120.06, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,255,0.06,-0.8558877607723039
37081014501,"Census Tract 145.01, Guilford County, North Carolina",37081,Guilford,Guilford County,300,0.23,1.9495805977324856
37151030801,"Census Tract 308.01, Randolph County, North Carolina",37151,Randolph,Randolph County,1012,0.14,0.4643326432299501
37191001000,"Census Tract 10, Wayne County, North Carolina",37191,Wayne,Wayne County,886,0.19,1.2894703957313585
37191001200,"Census Tract 12, Wayne County, North Carolina",37191,Wayne,Wayne County,387,0.11,-0.03075000827089525
37085070300,"Census Tract 703, Harnett County, North Carolina",37085,Harnett,Harnett County,532,0.1,-0.1957775587711769
37119005516,"Census Tract 55.16, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,80,0.04,-1.1859428617728671
37119005518,"Census Tract 55.18, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,580,0.1,-0.1957775587711769
37119005519,"Census Tract 55.19, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,374,0.07,-0.690860210272022
37119005520,"Census Tract 55.20, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,296,0.06,-0.8558877607723039
37081011000,"Census Tract 110, Guilford County, North Carolina",37081,Guilford,Guilford County,404,0.08,-0.5258326597717404
37081011102,"Census Tract 111.02, Guilford County, North Carolina",37081,Guilford,Guilford County,383,0.15,0.6293601937302316
37047931200,"Census Tract 9312, Columbus County, North Carolina",37047,Columbus,Columbus County,681,0.12,0.1342775422293864
37119005612,"Census Tract 56.12, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,752,0.15,0.6293601937302316
37119005615,"Census Tract 56.15, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,61,0.03,-1.350970412273149
37127010502,"Census Tract 105.02, Nash County, North Carolina",37127,Nash,Nash County,507,0.07,-0.690860210272022
37063002026,"Census Tract 20.26, Durham County, North Carolina",37063,Durham,Durham County,837,0.12,0.1342775422293864
37129012007,"Census Tract 120.07, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,575,0.13,0.29930509272966827
37129012008,"Census Tract 120.08, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,621,0.1,-0.1957775587711769
37151031000,"Census Tract 310, Randolph County, North Carolina",37151,Randolph,Randolph County,1261,0.18,1.1244428452310766
37025042000,"Census Tract 420, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,494,0.1,-0.1957775587711769
37025042200,"Census Tract 422, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,464,0.07,-0.690860210272022
37119005524,"Census Tract 55.24, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1201,0.13,0.29930509272966827
37119005604,"Census Tract 56.04, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,198,0.03,-1.350970412273149
37119005610,"Census Tract 56.10, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,549,0.18,1.1244428452310766
37155960501,"Census Tract 9605.01, Robeson County, North Carolina",37155,Robeson,Robeson County,419,0.11,-0.03075000827089525
37077970702,"Census Tract 9707.02, Granville County, North Carolina",37077,Granville,Granville County,658,0.24,2.114608148232767
37089930703,"Census Tract 9307.03, Henderson County, North Carolina",37089,Henderson,Henderson County,189,0.03,-1.350970412273149
37089931000,"Census Tract 9310, Henderson County, North Carolina",37089,Henderson,Henderson County,543,0.11,-0.03075000827089525
37091950200,"Census Tract 9502, Hertford County, North Carolina",37091,Hertford,Hertford County,331,0.07,-0.690860210272022
37081013800,"Census Tract 138, Guilford County, North Carolina",37081,Guilford,Guilford County,789,0.16,0.7943877442305134
37137950202,"Census Tract 9502.02, Pamlico County, North Carolina",37137,Pamlico,Pamlico County,248,0.1,-0.1957775587711769
37071032302,"Census Tract 323.02, Gaston County, North Carolina",37071,Gaston,Gaston County,297,0.1,-0.1957775587711769
37127011400,"Census Tract 114, Nash County, North Carolina",37127,Nash,Nash County,445,0.11,-0.03075000827089525
37129010400,"Census Tract 104, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,176,0.06,-0.8558877607723039
37129011000,"Census Tract 110, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,282,0.12,0.1342775422293864
37129011300,"Census Tract 113, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,233,0.13,0.29930509272966827
37089931500,"Census Tract 9315, Henderson County, North Carolina",37089,Henderson,Henderson County,236,0.06,-0.8558877607723039
37113970600,"Census Tract 9706, Macon County, North Carolina",37113,Macon,Macon County,859,0.15,0.6293601937302316
37125951100,"Census Tract 9511, Moore County, North Carolina",37125,Moore,Moore County,990,0.11,-0.03075000827089525
37087921302,"Census Tract 9213.02, Haywood County, North Carolina",37087,Haywood,Haywood County,490,0.1,-0.1957775587711769
37081015300,"Census Tract 153, Guilford County, North Carolina",37081,Guilford,Guilford County,690,0.07,-0.690860210272022
37047931000,"Census Tract 9310, Columbus County, North Carolina",37047,Columbus,Columbus County,927,0.2,1.4544979462316403
37047931100,"Census Tract 9311, Columbus County, North Carolina",37047,Columbus,Columbus County,568,0.14,0.4643326432299501
37081015705,"Census Tract 157.05, Guilford County, North Carolina",37081,Guilford,Guilford County,353,0.11,-0.03075000827089525
37081015500,"Census Tract 155, Guilford County, North Carolina",37081,Guilford,Guilford County,644,0.09,-0.36080510927145876
37047930700,"Census Tract 9307, Columbus County, North Carolina",37047,Columbus,Columbus County,665,0.14,0.4643326432299501
37029950102,"Census Tract 9501.02, Camden County, North Carolina",37029,Camden,Camden County,442,0.09,-0.36080510927145876
37139960501,"Census Tract 9605.01, Pasquotank County, North Carolina",37139,Pasquotank,Pasquotank County,360,0.11,-0.03075000827089525
37139960702,"Census Tract 9607.02, Pasquotank County, North Carolina",37139,Pasquotank,Pasquotank County,393,0.13,0.29930509272966827
37089932000,"Census Tract 9320, Henderson County, North Carolina",37089,Henderson,Henderson County,297,0.07,-0.690860210272022
37023021400,"Census Tract 214, Burke County, North Carolina",37023,Burke,Burke County,879,0.19,1.2894703957313585
37025040500,"Census Tract 405, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,1202,0.09,-0.36080510927145876
37071032401,"Census Tract 324.01, Gaston County, North Carolina",37071,Gaston,Gaston County,424,0.08,-0.5258326597717404
37071032502,"Census Tract 325.02, Gaston County, North Carolina",37071,Gaston,Gaston County,240,0.06,-0.8558877607723039
37071032704,"Census Tract 327.04, Gaston County, North Carolina",37071,Gaston,Gaston County,355,0.09,-0.36080510927145876
37071033203,"Census Tract 332.03, Gaston County, North Carolina",37071,Gaston,Gaston County,427,0.17,0.9594152947307952
37071033400,"Census Tract 334, Gaston County, North Carolina",37071,Gaston,Gaston County,286,0.12,0.1342775422293864
37109071201,"Census Tract 712.01, Lincoln County, North Carolina",37109,Lincoln,Lincoln County,144,0.07,-0.690860210272022
37109071203,"Census Tract 712.03, Lincoln County, North Carolina",37109,Lincoln,Lincoln County,160,0.03,-1.350970412273149
37183054016,"Census Tract 540.16, Wake County, North Carolina",37183,Wake,Wake County,121,0.02,-1.5159979627734306
37183054017,"Census Tract 540.17, Wake County, North Carolina",37183,Wake,Wake County,199,0.07,-0.690860210272022
37183054108,"Census Tract 541.08, Wake County, North Carolina",37183,Wake,Wake County,958,0.14,0.4643326432299501
37183054111,"Census Tract 541.11, Wake County, North Carolina",37183,Wake,Wake County,428,0.17,0.9594152947307952
37025040600,"Census Tract 406, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,205,0.03,-1.350970412273149
37145920601,"Census Tract 9206.01, Person County, North Carolina",37145,Person,Person County,903,0.16,0.7943877442305134
