tract_geoid,tract_name,county_geoid,county_name,county_full_name,broadband_total,broadband_rate,acs_broadband_score
37119005843,"Census Tract 58.43, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1137,0.9,-1.4676378317109329
37119005915,"Census Tract 59.15, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,966,0.79,-0.8465400042727084
37119006203,"Census Tract 62.03, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1855,0.79,-0.8465400042727084
37087920900,"Census Tract 9209, Haywood County, North Carolina",37087,Haywood,Haywood County,475,0.53,0.6215094060358227
37021003201,"Census Tract 32.01, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,589,0.72,-0.451295932266565
37025040702,"Census Tract 407.02, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,2062,0.79,-0.8465400042727084
37025040800,"Census Tract 408, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,896,0.57,0.3956556506037414
37025041901,"Census Tract 419.01, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,381,0.59,0.2827287728877005
37089931200,"Census Tract 9312, Henderson County, North Carolina",37089,Henderson,Henderson County,717,0.6,0.22626533402968002
37097060601,"Census Tract 606.01, Iredell County, North Carolina",37097,Iredell,Iredell County,1106,0.52,0.6779728448938431
37097061204,"Census Tract 612.04, Iredell County, North Carolina",37097,Iredell,Iredell County,1195,0.93,-1.6370281482849942
37081015703,"Census Tract 157.03, Guilford County, North Carolina",37081,Guilford,Guilford County,2045,0.79,-0.8465400042727084
37081016305,"Census Tract 163.05, Guilford County, North Carolina",37081,Guilford,Guilford County,1124,0.87,-1.2982475151368715
37083930200,"Census Tract 9302, Halifax County, North Carolina",37083,Halifax,Halifax County,1367,0.62,0.11333845631363908
37119001505,"Census Tract 15.05, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,696,0.56,0.45211908946176127
37119001702,"Census Tract 17.02, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1154,0.54,0.5650459671778022
37119980300,"Census Tract 9803, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,13,1,-2.032272220291137
37125950900,"Census Tract 9509, Moore County, North Carolina",37125,Moore,Moore County,860,0.63,0.056875017455618605
37119001923,"Census Tract 19.23, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1049,0.74,-0.564222809982606
37119003017,"Census Tract 30.17, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1229,0.86,-1.241784076278851
37119003109,"Census Tract 31.09, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1012,0.61,0.16980189517165956
37191000500,"Census Tract 5, Wayne County, North Carolina",37191,Wayne,Wayne County,741,0.91,-1.5241012705689534
37191001900,"Census Tract 19, Wayne County, North Carolina",37191,Wayne,Wayne County,810,0.42,1.2426072334740477
37195000100,"Census Tract 1, Wilson County, North Carolina",37195,Wilson,Wilson County,454,0.35,1.6378513054801906
37195001400,"Census Tract 14, Wilson County, North Carolina",37195,Wilson,Wilson County,2985,0.8,-0.9030034431307288
37199960400,"Census Tract 9604, Yancey County, North Carolina",37199,Yancey,Yancey County,1115,0.62,0.11333845631363908
37183053509,"Census Tract 535.09, Wake County, North Carolina",37183,Wake,Wake County,1794,0.92,-1.580564709426974
37183053718,"Census Tract 537.18, Wake County, North Carolina",37183,Wake,Wake County,1107,0.91,-1.5241012705689534
37183054001,"Census Tract 540.01, Wake County, North Carolina",37183,Wake,Wake County,1974,0.79,-0.8465400042727084
37019020511,"Census Tract 205.11, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,831,0.68,-0.22544217683448375
37021001000,"Census Tract 10, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,1261,0.69,-0.2819056156925036
37101040700,"Census Tract 407, Johnston County, North Carolina",37101,Johnston,Johnston County,839,0.57,0.3956556506037414
37105030300,"Census Tract 303, Lee County, North Carolina",37105,Lee,Lee County,345,0.37,1.5249244277641496
37107010400,"Census Tract 104, Lenoir County, North Carolina",37107,Lenoir,Lenoir County,113,0.29,1.976631938628313
37109070201,"Census Tract 702.01, Lincoln County, North Carolina",37109,Lincoln,Lincoln County,968,0.54,0.5650459671778022
37183054018,"Census Tract 540.18, Wake County, North Carolina",37183,Wake,Wake County,1294,0.77,-0.7336131265566673
37185950400,"Census Tract 9504, Warren County, North Carolina",37185,Warren,Warren County,488,0.35,1.6378513054801906
37189920500,"Census Tract 9205, Watauga County, North Carolina",37189,Watauga,Watauga County,792,0.85,-1.1853206374208305
37041930102,"Census Tract 9301.02, Chowan County, North Carolina",37041,Chowan,Chowan County,585,0.58,0.33919221174572095
37047930500,"Census Tract 9305, Columbus County, North Carolina",37047,Columbus,Columbus County,513,0.28,2.033095377486333
37049960300,"Census Tract 9603, Craven County, North Carolina",37049,Craven,Craven County,1321,0.49,0.8473631614679046
37119004303,"Census Tract 43.03, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,572,0.55,0.5085825283197818
37119005511,"Census Tract 55.11, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1547,0.82,-1.0159303208467692
37119005522,"Census Tract 55.22, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1767,0.8,-0.9030034431307288
37119005609,"Census Tract 56.09, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,513,0.44,1.1296803557580066
37119005713,"Census Tract 57.13, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1301,0.84,-1.12885719856281
37119005831,"Census Tract 58.31, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1989,0.88,-1.354710953994892
37063001503,"Census Tract 15.03, Durham County, North Carolina",37063,Durham,Durham County,0,0,3.614071665510905
37063001709,"Census Tract 17.09, Durham County, North Carolina",37063,Durham,Durham County,1469,0.53,0.6215094060358227
37063002021,"Census Tract 20.21, Durham County, North Carolina",37063,Durham,Durham County,1669,0.85,-1.1853206374208305
37115010100,"Census Tract 101, Madison County, North Carolina",37115,Madison,Madison County,444,0.36,1.5813878666221701
37115010500,"Census Tract 105, Madison County, North Carolina",37115,Madison,Madison County,785,0.44,1.1296803557580066
37117970400,"Census Tract 9704, Martin County, North Carolina",37117,Martin,Martin County,307,0.31,1.863705060912272
37119000300,"Census Tract 3, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,421,0.61,0.16980189517165956
37119000800,"Census Tract 8, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,545,0.54,0.5650459671778022
37067003003,"Census Tract 30.03, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,981,0.74,-0.564222809982606
37067003202,"Census Tract 32.02, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,1018,0.58,0.33919221174572095
37189920800,"Census Tract 9208, Watauga County, North Carolina",37189,Watauga,Watauga County,992,0.81,-0.9594668819887493
37191000601,"Census Tract 6.01, Wayne County, North Carolina",37191,Wayne,Wayne County,831,0.5,0.7908997226098842
37191001400,"Census Tract 14, Wayne County, North Carolina",37191,Wayne,Wayne County,1405,0.5,0.7908997226098842
37193960400,"Census Tract 9604, Wilkes County, North Carolina",37193,Wilkes,Wilkes County,1914,0.65,-0.05605186026042234
37159052000,"Census Tract 520, Rowan County, North Carolina",37159,Rowan,Rowan County,546,0.64,4.1157859759813554e-4
37161960200,"Census Tract 9602, Rutherford County, North Carolina",37161,Rutherford,Rutherford County,1268,0.46,1.0167534780419658
37083930300,"Census Tract 9303, Halifax County, North Carolina",37083,Halifax,Halifax County,939,0.54,0.5650459671778022
37053110102,"Census Tract 1101.02, Currituck County, North Carolina",37053,Currituck,Currituck County,363,0.6,0.22626533402968002
37055970601,"Census Tract 9706.01, Dare County, North Carolina",37055,Dare,Dare County,2347,0.79,-0.8465400042727084
37057060302,"Census Tract 603.02, Davidson County, North Carolina",37057,Davidson,Davidson County,1272,0.82,-1.0159303208467692
37057061000,"Census Tract 610, Davidson County, North Carolina",37057,Davidson,Davidson County,1417,0.64,4.1157859759813554e-4
37061090400,"Census Tract 904, Duplin County, North Carolina",37061,Duplin,Duplin County,932,0.43,1.1861437946160271
37179020701,"Census Tract 207.01, Union County, North Carolina",37179,Union,Union County,1028,0.67,-0.1689787379764633
37063000200,"Census Tract 2, Durham County, North Carolina",37063,Durham,Durham County,858,0.72,-0.451295932266565
37117970500,"Census Tract 9705, Martin County, North Carolina",37117,Martin,Martin County,1155,0.55,0.5085825283197818
37119000700,"Census Tract 7, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,336,0.7,-0.3383690545505241
37119001605,"Census Tract 16.05, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,371,0.47,0.9602900391839455
37119001910,"Census Tract 19.10, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1114,0.61,0.16980189517165956
37119001919,"Census Tract 19.19, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1028,0.69,-0.2819056156925036
37119002100,"Census Tract 21, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,871,0.66,-0.11251529911844281
37119002600,"Census Tract 26, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,409,0.78,-0.7900765654146878
37119003008,"Census Tract 30.08, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,2069,0.83,-1.0723937597047897
37019020201,"Census Tract 202.01, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,1464,0.9,-1.4676378317109329
37019020309,"Census Tract 203.09, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,1098,0.74,-0.564222809982606
37019020504,"Census Tract 205.04, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,753,0.82,-1.0159303208467692
37019020510,"Census Tract 205.10, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,546,0.63,0.056875017455618605
37021000600,"Census Tract 6, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,651,0.63,0.056875017455618605
37021002000,"Census Tract 20, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,1752,0.62,0.11333845631363908
37021002606,"Census Tract 26.06, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,954,0.58,0.33919221174572095
37023020201,"Census Tract 202.01, Burke County, North Carolina",37023,Burke,Burke County,1346,0.53,0.6215094060358227
37097061408,"Census Tract 614.08, Iredell County, North Carolina",37097,Iredell,Iredell County,1030,0.78,-0.7900765654146878
37099950700,"Census Tract 9507, Jackson County, North Carolina",37099,Jackson,Jackson County,581,0.45,1.073216916899986
37101041502,"Census Tract 415.02, Johnston County, North Carolina",37101,Johnston,Johnston County,2262,0.78,-0.7900765654146878
37103920100,"Census Tract 9201, Jones County, North Carolina",37103,Jones,Jones County,812,0.51,0.73443628375186365
37105030101,"Census Tract 301.01, Lee County, North Carolina",37105,Lee,Lee County,1337,0.7,-0.3383690545505241
37109070600,"Census Tract 706, Lincoln County, North Carolina",37109,Lincoln,Lincoln County,820,0.52,0.6779728448938431
37111970100,"Census Tract 9701, McDowell County, North Carolina",37111,McDowell,McDowell County,1067,0.48,0.9038266003259251
37111970400,"Census Tract 9704, McDowell County, North Carolina",37111,McDowell,McDowell County,535,0.43,1.1861437946160271
37113970200,"Census Tract 9702, Macon County, North Carolina",37113,Macon,Macon County,785,0.49,0.8473631614679046
37115010200,"Census Tract 102, Madison County, North Carolina",37115,Madison,Madison County,389,0.42,1.2426072334740477
37117970100,"Census Tract 9701, Martin County, North Carolina",37117,Martin,Martin County,863,0.48,0.9038266003259251
37135011400,"Census Tract 114, Orange County, North Carolina",37135,Orange,Orange County,1046,0.75,-0.6206862488406264
37135011800,"Census Tract 118, Orange County, North Carolina",37135,Orange,Orange County,938,0.79,-0.8465400042727084
37139960100,"Census Tract 9601, Pasquotank County, North Carolina",37139,Pasquotank,Pasquotank County,225,0.35,1.6378513054801906
37085071303,"Census Tract 713.03, Harnett County, North Carolina",37085,Harnett,Harnett County,2970,0.84,-1.12885719856281
37089930300,"Census Tract 9303, Henderson County, North Carolina",37089,Henderson,Henderson County,2326,0.7,-0.3383690545505241
37089930900,"Census Tract 9309, Henderson County, North Carolina",37089,Henderson,Henderson County,909,0.67,-0.1689787379764633
37091950100,"Census Tract 9501, Hertford County, North Carolina",37091,Hertford,Hertford County,1140,0.41,1.299070672332068
37093970402,"Census Tract 9704.02, Hoke County, North Carolina",37093,Hoke,Hoke County,489,0.47,0.9602900391839455
37095920100,"Census Tract 9201, Hyde County, North Carolina",37095,Hyde,Hyde County,687,0.39,1.4119975500481088
37081010403,"Census Tract 104.03, Guilford County, North Carolina",37081,Guilford,Guilford County,497,0.65,-0.05605186026042234
37081010900,"Census Tract 109, Guilford County, North Carolina",37081,Guilford,Guilford County,556,0.62,0.11333845631363908
37081011500,"Census Tract 115, Guilford County, North Carolina",37081,Guilford,Guilford County,527,0.5,0.7908997226098842
37081012604,"Census Tract 126.04, Guilford County, North Carolina",37081,Guilford,Guilford County,928,0.52,0.6779728448938431
37081012610,"Census Tract 126.10, Guilford County, North Carolina",37081,Guilford,Guilford County,716,0.6,0.22626533402968002
37081012707,"Census Tract 127.07, Guilford County, North Carolina",37081,Guilford,Guilford County,368,0.38,1.468460988906129
37183053719,"Census Tract 537.19, Wake County, North Carolina",37183,Wake,Wake County,1239,0.87,-1.2982475151368715
37183054110,"Census Tract 541.10, Wake County, North Carolina",37183,Wake,Wake County,3023,0.91,-1.5241012705689534
37049960600,"Census Tract 9606, Craven County, North Carolina",37049,Craven,Craven County,1536,0.67,-0.1689787379764633
37017950100,"Census Tract 9501, Bladen County, North Carolina",37017,Bladen,Bladen County,1179,0.54,0.5650459671778022
37017950600,"Census Tract 9506, Bladen County, North Carolina",37017,Bladen,Bladen County,846,0.34,1.6943147443382107
37077970400,"Census Tract 9704, Granville County, North Carolina",37077,Granville,Granville County,892,0.54,0.5650459671778022
37079950300,"Census Tract 9503, Greene County, North Carolina",37079,Greene,Greene County,1057,0.38,1.468460988906129
37159051204,"Census Tract 512.04, Rowan County, North Carolina",37159,Rowan,Rowan County,1050,0.75,-0.6206862488406264
37067003805,"Census Tract 38.05, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,1465,0.55,0.5085825283197818
37067004011,"Census Tract 40.11, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,1628,0.72,-0.451295932266565
37035010303,"Census Tract 103.03, Catawba County, North Carolina",37035,Catawba,Catawba County,1150,0.68,-0.22544217683448375
37151031504,"Census Tract 315.04, Randolph County, North Carolina",37151,Randolph,Randolph County,1500,0.73,-0.5077593711245855
37197050300,"Census Tract 503, Yadkin County, North Carolina",37197,Yadkin,Yadkin County,1289,0.51,0.73443628375186365
37129011605,"Census Tract 116.05, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,1891,0.81,-0.9594668819887493
37071030102,"Census Tract 301.02, Gaston County, North Carolina",37071,Gaston,Gaston County,1066,0.71,-0.39483249340854454
37071030602,"Census Tract 306.02, Gaston County, North Carolina",37071,Gaston,Gaston County,453,0.5,0.7908997226098842
37071031004,"Census Tract 310.04, Gaston County, North Carolina",37071,Gaston,Gaston County,599,0.53,0.6215094060358227
37071032702,"Census Tract 327.02, Gaston County, North Carolina",37071,Gaston,Gaston County,699,0.73,-0.5077593711245855
37073970100,"Census Tract 9701, Gates County, North Carolina",37073,Gates,Gates County,743,0.44,1.1296803557580066
37075920300,"Census Tract 9203, Graham County, North Carolina",37075,Graham,Graham County,437,0.33,1.7507781831962312
37081014412,"Census Tract 144.12, Guilford County, North Carolina",37081,Guilford,Guilford County,810,0.71,-0.39483249340854454
37081015707,"Census Tract 157.07, Guilford County, North Carolina",37081,Guilford,Guilford County,2158,0.75,-0.6206862488406264
37155961000,"Census Tract 9610, Robeson County, North Carolina",37155,Robeson,Robeson County,374,0.49,0.8473631614679046
37157040400,"Census Tract 404, Rockingham County, North Carolina",37157,Rockingham,Rockingham County,1188,0.49,0.8473631614679046
37157041200,"Census Tract 412, Rockingham County, North Carolina",37157,Rockingham,Rockingham County,930,0.43,1.1861437946160271
37159050300,"Census Tract 503, Rowan County, North Carolina",37159,Rowan,Rowan County,1003,0.6,0.22626533402968002
37025041902,"Census Tract 419.02, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,749,0.49,0.8473631614679046
37025042101,"Census Tract 421.01, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,417,0.31,1.863705060912272
37025042602,"Census Tract 426.02, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,1182,0.82,-1.0159303208467692
37027031403,"Census Tract 314.03, Caldwell County, North Carolina",37027,Caldwell,Caldwell County,540,0.55,0.5085825283197818
37031970304,"Census Tract 9703.04, Carteret County, North Carolina",37031,Carteret,Carteret County,789,0.72,-0.451295932266565
37031970504,"Census Tract 9705.04, Carteret County, North Carolina",37031,Carteret,Carteret County,613,0.84,-1.12885719856281
37031970902,"Census Tract 9709.02, Carteret County, North Carolina",37031,Carteret,Carteret County,577,0.84,-1.12885719856281
37031990100,"Census Tract 9901, Carteret County, North Carolina",37031,Carteret,Carteret County,0,0,3.614071665510905
37119005710,"Census Tract 57.10, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1262,0.71,-0.39483249340854454
37133000103,"Census Tract 1.03, Onslow County, North Carolina",37133,Onslow,Onslow County,1324,0.67,-0.1689787379764633
37133000402,"Census Tract 4.02, Onslow County, North Carolina",37133,Onslow,Onslow County,2353,0.77,-0.7336131265566673
37133001700,"Census Tract 17, Onslow County, North Carolina",37133,Onslow,Onslow County,546,0.57,0.3956556506037414
37133002202,"Census Tract 22.02, Onslow County, North Carolina",37133,Onslow,Onslow County,1203,0.73,-0.5077593711245855
37163970900,"Census Tract 9709, Sampson County, North Carolina",37163,Sampson,Sampson County,639,0.5,0.7908997226098842
37167931201,"Census Tract 9312.01, Stanly County, North Carolina",37167,Stanly,Stanly County,1365,0.54,0.5650459671778022
37169070503,"Census Tract 705.03, Stokes County, North Carolina",37169,Stokes,Stokes County,1504,0.61,0.16980189517165956
37171930901,"Census Tract 9309.01, Surry County, North Carolina",37171,Surry,Surry County,799,0.49,0.8473631614679046
37173960301,"Census Tract 9603.01, Swain County, North Carolina",37173,Swain,Swain County,285,0.23,2.315412571776436
37177960100,"Census Tract 9601, Tyrrell County, North Carolina",37177,Tyrrell,Tyrrell County,823,0.5,0.7908997226098842
37119005308,"Census Tract 53.08, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,366,0.37,1.5249244277641496
37119005621,"Census Tract 56.21, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1452,0.86,-1.241784076278851
37001021702,"Census Tract 217.02, Alamance County, North Carolina",37001,Alamance,Alamance County,1728,0.84,-1.12885719856281
37003040700,"Census Tract 407, Alexander County, North Carolina",37003,Alexander,Alexander County,1855,0.71,-0.39483249340854454
37013930300,"Census Tract 9303, Beaufort County, North Carolina",37013,Beaufort,Beaufort County,596,0.36,1.5813878666221701
37037020105,"Census Tract 201.05, Chatham County, North Carolina",37037,Chatham,Chatham County,1862,0.91,-1.5241012705689534
37037020600,"Census Tract 206, Chatham County, North Carolina",37037,Chatham,Chatham County,1201,0.58,0.33919221174572095
37039930300,"Census Tract 9303, Cherokee County, North Carolina",37039,Cherokee,Cherokee County,380,0.36,1.5813878666221701
37063002018,"Census Tract 20.18, Durham County, North Carolina",37063,Durham,Durham County,3650,0.82,-1.0159303208467692
37063002022,"Census Tract 20.22, Durham County, North Carolina",37063,Durham,Durham County,2009,0.84,-1.12885719856281
37065021000,"Census Tract 210, Edgecombe County, North Carolina",37065,Edgecombe,Edgecombe County,784,0.57,0.3956556506037414
37065021300,"Census Tract 213, Edgecombe County, North Carolina",37065,Edgecombe,Edgecombe County,913,0.5,0.7908997226098842
37067000200,"Census Tract 2, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,224,0.42,1.2426072334740477
