tract_geoid,tract_name,county_geoid,county_name,county_full_name,depend_ratio,depend_score
37063000301,"Census Tract 3.01, Durham County, North Carolina",37063,Durham,Durham County,0.32,-0.676374291711614
37149920303,"Census Tract 9203.03, Polk County, North Carolina",37149,Polk,Polk County,0.44,0.34347222747574147
37153970900,"Census Tract 9709, Richmond County, North Carolina",37153,Richmond,Richmond County,0.44,0.34347222747574147
37165010102,"Census Tract 101.02, Scotland County, North Carolina",37165,Scotland,Scotland County,0.6,1.703267586392215
37171930101,"Census Tract 9301.01, Surry County, North Carolina",37171,Surry,Surry County,0.31,-0.7613615016438937
37179020203,"Census Tract 202.03, Union County, North Carolina",37179,Union,Union County,0.41,0.08851059767890235
37183050300,"Census Tract 503, Wake County, North Carolina",37183,Wake,Wake County,0.17,-1.9511824406958083
37183051000,"Census Tract 510, Wake County, North Carolina",37183,Wake,Wake County,0.09,-2.6310801201540457
37183052404,"Census Tract 524.04, Wake County, North Carolina",37183,Wake,Wake County,0.23,-1.4412591811021305
37183052705,"Census Tract 527.05, Wake County, North Carolina",37183,Wake,Wake County,0.29,-0.9313359215084531
37183053203,"Census Tract 532.03, Wake County, North Carolina",37183,Wake,Wake County,0.62,1.8732420062567745
37127010601,"Census Tract 106.01, Nash County, North Carolina",37127,Nash,Nash County,0.49,0.7684082771371394
37063002023,"Census Tract 20.23, Durham County, North Carolina",37063,Durham,Durham County,0.25,-1.2712847612375715
37129012010,"Census Tract 120.10, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,0.47,0.59843385727258
37179020313,"Census Tract 203.13, Union County, North Carolina",37179,Union,Union County,0.42,0.17349780761118205
37179020501,"Census Tract 205.01, Union County, North Carolina",37179,Union,Union County,0.48,0.6834210672048597
37181960500,"Census Tract 9605, Vance County, North Carolina",37181,Vance,Vance County,0.43,0.25848501754346176
37133000403,"Census Tract 4.03, Onslow County, North Carolina",37133,Onslow,Onslow County,0.2,-1.6962208108989694
37133000800,"Census Tract 8, Onslow County, North Carolina",37133,Onslow,Onslow County,0.49,0.7684082771371394
37133002500,"Census Tract 25, Onslow County, North Carolina",37133,Onslow,Onslow County,0.42,0.17349780761118205
37133990100,"Census Tract 9901, Onslow County, North Carolina",37133,Onslow,Onslow County,0,-3.395965009544562
37135011601,"Census Tract 116.01, Orange County, North Carolina",37135,Orange,Orange County,0.01,-3.3109777996122824
37139960200,"Census Tract 9602, Pasquotank County, North Carolina",37139,Pasquotank,Pasquotank County,0.29,-0.9313359215084531
37147000100,"Census Tract 1, Pitt County, North Carolina",37147,Pitt,Pitt County,0.1,-2.5460929102217658
37149920200,"Census Tract 9202, Polk County, North Carolina",37149,Polk,Polk County,0.39,-0.08146382218565658
37129010100,"Census Tract 101, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,0.56,1.3633187466630974
37129011606,"Census Tract 116.06, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,0.31,-0.7613615016438937
37119005843,"Census Tract 58.43, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,0.46,0.5134466473403009
37119005915,"Census Tract 59.15, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,0.15,-2.121156860560368
37119006203,"Census Tract 62.03, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,0.31,-0.7613615016438937
37087920900,"Census Tract 9209, Haywood County, North Carolina",37087,Haywood,Haywood County,0.4,0.0035233877466231164
37021003201,"Census Tract 32.01, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,0.37,-0.251438242050216
37025040702,"Census Tract 407.02, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,0.55,1.2783315367308177
37025040800,"Census Tract 408, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,0.44,0.34347222747574147
37025041901,"Census Tract 419.01, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,0.58,1.533293166527656
37089931200,"Census Tract 9312, Henderson County, North Carolina",37089,Henderson,Henderson County,0.32,-0.676374291711614
37097060601,"Census Tract 606.01, Iredell County, North Carolina",37097,Iredell,Iredell County,0.42,0.17349780761118205
37097061204,"Census Tract 612.04, Iredell County, North Carolina",37097,Iredell,Iredell County,0.33,-0.5913870817793343
37081015703,"Census Tract 157.03, Guilford County, North Carolina",37081,Guilford,Guilford County,0.3,-0.8463487115761734
37081016305,"Census Tract 163.05, Guilford County, North Carolina",37081,Guilford,Guilford County,0.4,0.0035233877466231164
37083930200,"Census Tract 9302, Halifax County, North Carolina",37083,Halifax,Halifax County,0.63,1.9582292161890542
37119001505,"Census Tract 15.05, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,0.51,0.9383826970016989
37119001702,"Census Tract 17.02, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,0.4,0.0035233877466231164
37119980300,"Census Tract 9803, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1,5.102755983683401
37125950900,"Census Tract 9509, Moore County, North Carolina",37125,Moore,Moore County,0.22,-1.5262463910344102
37119001923,"Census Tract 19.23, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,0.39,-0.08146382218565658
37119003017,"Census Tract 30.17, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,0.49,0.7684082771371394
37119003109,"Census Tract 31.09, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,0.44,0.34347222747574147
37191000500,"Census Tract 5, Wayne County, North Carolina",37191,Wayne,Wayne County,0.38,-0.16645103211793627
37191001900,"Census Tract 19, Wayne County, North Carolina",37191,Wayne,Wayne County,0.52,1.0233699069339786
37195000100,"Census Tract 1, Wilson County, North Carolina",37195,Wilson,Wilson County,0.33,-0.5913870817793343
37195001400,"Census Tract 14, Wilson County, North Carolina",37195,Wilson,Wilson County,0.43,0.25848501754346176
37199960400,"Census Tract 9604, Yancey County, North Carolina",37199,Yancey,Yancey County,0.41,0.08851059767890235
37183053509,"Census Tract 535.09, Wake County, North Carolina",37183,Wake,Wake County,0.47,0.59843385727258
37183053718,"Census Tract 537.18, Wake County, North Carolina",37183,Wake,Wake County,0.5,0.8533954870694191
37183054001,"Census Tract 540.01, Wake County, North Carolina",37183,Wake,Wake County,0.28,-1.0163231314407324
37019020511,"Census Tract 205.11, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,0.35,-0.4214126619147754
37021001000,"Census Tract 10, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,0.31,-0.7613615016438937
37101040700,"Census Tract 407, Johnston County, North Carolina",37101,Johnston,Johnston County,0.37,-0.251438242050216
37105030300,"Census Tract 303, Lee County, North Carolina",37105,Lee,Lee County,0.42,0.17349780761118205
37107010400,"Census Tract 104, Lenoir County, North Carolina",37107,Lenoir,Lenoir County,0.23,-1.4412591811021305
37109070201,"Census Tract 702.01, Lincoln County, North Carolina",37109,Lincoln,Lincoln County,0.38,-0.16645103211793627
37183054018,"Census Tract 540.18, Wake County, North Carolina",37183,Wake,Wake County,0.34,-0.5063998718470546
37185950400,"Census Tract 9504, Warren County, North Carolina",37185,Warren,Warren County,0.4,0.0035233877466231164
37189920500,"Census Tract 9205, Watauga County, North Carolina",37189,Watauga,Watauga County,0.02,-3.2259905896800025
37041930102,"Census Tract 9301.02, Chowan County, North Carolina",37041,Chowan,Chowan County,0.54,1.193344326798538
37047930500,"Census Tract 9305, Columbus County, North Carolina",37047,Columbus,Columbus County,0.37,-0.251438242050216
37049960300,"Census Tract 9603, Craven County, North Carolina",37049,Craven,Craven County,0.45,0.4284594374080211
37119004303,"Census Tract 43.03, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,0.38,-0.16645103211793627
37119005511,"Census Tract 55.11, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,0.27,-1.101310341373012
37119005522,"Census Tract 55.22, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,0.27,-1.101310341373012
37119005609,"Census Tract 56.09, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,0.08,-2.7160673300863247
37119005713,"Census Tract 57.13, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,0.47,0.59843385727258
37119005831,"Census Tract 58.31, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,0.23,-1.4412591811021305
37063001503,"Census Tract 15.03, Durham County, North Carolina",37063,Durham,Durham County,0.02,-3.2259905896800025
37063001709,"Census Tract 17.09, Durham County, North Carolina",37063,Durham,Durham County,0.61,1.7882547963244948
37063002021,"Census Tract 20.21, Durham County, North Carolina",37063,Durham,Durham County,0.34,-0.5063998718470546
37115010100,"Census Tract 101, Madison County, North Carolina",37115,Madison,Madison County,0.41,0.08851059767890235
37115010500,"Census Tract 105, Madison County, North Carolina",37115,Madison,Madison County,0.3,-0.8463487115761734
37117970400,"Census Tract 9704, Martin County, North Carolina",37117,Martin,Martin County,0.41,0.08851059767890235
37119000300,"Census Tract 3, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,0.08,-2.7160673300863247
37119000800,"Census Tract 8, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,0.43,0.25848501754346176
37067003003,"Census Tract 30.03, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,0.43,0.25848501754346176
37067003202,"Census Tract 32.02, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,0.54,1.193344326798538
37189920800,"Census Tract 9208, Watauga County, North Carolina",37189,Watauga,Watauga County,0.3,-0.8463487115761734
37191000601,"Census Tract 6.01, Wayne County, North Carolina",37191,Wayne,Wayne County,0.53,1.1083571168662583
37191001400,"Census Tract 14, Wayne County, North Carolina",37191,Wayne,Wayne County,0.54,1.193344326798538
37193960400,"Census Tract 9604, Wilkes County, North Carolina",37193,Wilkes,Wilkes County,0.39,-0.08146382218565658
37159052000,"Census Tract 520, Rowan County, North Carolina",37159,Rowan,Rowan County,0.3,-0.8463487115761734
37161960200,"Census Tract 9602, Rutherford County, North Carolina",37161,Rutherford,Rutherford County,0.31,-0.7613615016438937
37083930300,"Census Tract 9303, Halifax County, North Carolina",37083,Halifax,Halifax County,0.42,0.17349780761118205
37053110102,"Census Tract 1101.02, Currituck County, North Carolina",37053,Currituck,Currituck County,0.34,-0.5063998718470546
37055970601,"Census Tract 9706.01, Dare County, North Carolina",37055,Dare,Dare County,0.38,-0.16645103211793627
37057060302,"Census Tract 603.02, Davidson County, North Carolina",37057,Davidson,Davidson County,0.38,-0.16645103211793627
37057061000,"Census Tract 610, Davidson County, North Carolina",37057,Davidson,Davidson County,0.37,-0.251438242050216
37061090400,"Census Tract 904, Duplin County, North Carolina",37061,Duplin,Duplin County,0.38,-0.16645103211793627
37179020701,"Census Tract 207.01, Union County, North Carolina",37179,Union,Union County,0.38,-0.16645103211793627
37063000200,"Census Tract 2, Durham County, North Carolina",37063,Durham,Durham County,0.26,-1.1862975513052918
37117970500,"Census Tract 9705, Martin County, North Carolina",37117,Martin,Martin County,0.36,-0.3364254519824957
37119000700,"Census Tract 7, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,0.14,-2.206144070492647
37119001605,"Census Tract 16.05, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,0.23,-1.4412591811021305
37119001910,"Census Tract 19.10, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,0.41,0.08851059767890235
37119001919,"Census Tract 19.19, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,0.47,0.59843385727258
37119002100,"Census Tract 21, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,0.33,-0.5913870817793343
37119002600,"Census Tract 26, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,0.22,-1.5262463910344102
37119003008,"Census Tract 30.08, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,0.39,-0.08146382218565658
37019020201,"Census Tract 202.01, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,0.33,-0.5913870817793343
37019020309,"Census Tract 203.09, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,0.28,-1.0163231314407324
37019020504,"Census Tract 205.04, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,0.15,-2.121156860560368
37019020510,"Census Tract 205.10, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,0.34,-0.5063998718470546
37021000600,"Census Tract 6, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,0.13,-2.291131280424927
37021002000,"Census Tract 20, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,0.37,-0.251438242050216
37021002606,"Census Tract 26.06, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,0.49,0.7684082771371394
37023020201,"Census Tract 202.01, Burke County, North Carolina",37023,Burke,Burke County,0.31,-0.7613615016438937
37097061408,"Census Tract 614.08, Iredell County, North Carolina",37097,Iredell,Iredell County,0.54,1.193344326798538
37099950700,"Census Tract 9507, Jackson County, North Carolina",37099,Jackson,Jackson County,0.3,-0.8463487115761734
37101041502,"Census Tract 415.02, Johnston County, North Carolina",37101,Johnston,Johnston County,0.4,0.0035233877466231164
37103920100,"Census Tract 9201, Jones County, North Carolina",37103,Jones,Jones County,0.33,-0.5913870817793343
37105030101,"Census Tract 301.01, Lee County, North Carolina",37105,Lee,Lee County,0.46,0.5134466473403009
37109070600,"Census Tract 706, Lincoln County, North Carolina",37109,Lincoln,Lincoln County,0.36,-0.3364254519824957
37111970100,"Census Tract 9701, McDowell County, North Carolina",37111,McDowell,McDowell County,0.38,-0.16645103211793627
37111970400,"Census Tract 9704, McDowell County, North Carolina",37111,McDowell,McDowell County,0.46,0.5134466473403009
37113970200,"Census Tract 9702, Macon County, North Carolina",37113,Macon,Macon County,0.48,0.6834210672048597
37115010200,"Census Tract 102, Madison County, North Carolina",37115,Madison,Madison County,0.35,-0.4214126619147754
37117970100,"Census Tract 9701, Martin County, North Carolina",37117,Martin,Martin County,0.39,-0.08146382218565658
37135011400,"Census Tract 114, Orange County, North Carolina",37135,Orange,Orange County,0.13,-2.291131280424927
37135011800,"Census Tract 118, Orange County, North Carolina",37135,Orange,Orange County,0.22,-1.5262463910344102
37139960100,"Census Tract 9601, Pasquotank County, North Carolina",37139,Pasquotank,Pasquotank County,0.26,-1.1862975513052918
37085071303,"Census Tract 713.03, Harnett County, North Carolina",37085,Harnett,Harnett County,0.52,1.0233699069339786
37089930300,"Census Tract 9303, Henderson County, North Carolina",37089,Henderson,Henderson County,0.4,0.0035233877466231164
37089930900,"Census Tract 9309, Henderson County, North Carolina",37089,Henderson,Henderson County,0.33,-0.5913870817793343
37091950100,"Census Tract 9501, Hertford County, North Carolina",37091,Hertford,Hertford County,0.33,-0.5913870817793343
37093970402,"Census Tract 9704.02, Hoke County, North Carolina",37093,Hoke,Hoke County,0.5,0.8533954870694191
37095920100,"Census Tract 9201, Hyde County, North Carolina",37095,Hyde,Hyde County,0.39,-0.08146382218565658
37081010403,"Census Tract 104.03, Guilford County, North Carolina",37081,Guilford,Guilford County,0.4,0.0035233877466231164
37081010900,"Census Tract 109, Guilford County, North Carolina",37081,Guilford,Guilford County,0.17,-1.9511824406958083
37081011500,"Census Tract 115, Guilford County, North Carolina",37081,Guilford,Guilford County,0.26,-1.1862975513052918
37081012604,"Census Tract 126.04, Guilford County, North Carolina",37081,Guilford,Guilford County,0.42,0.17349780761118205
37081012610,"Census Tract 126.10, Guilford County, North Carolina",37081,Guilford,Guilford County,0.36,-0.3364254519824957
37081012707,"Census Tract 127.07, Guilford County, North Carolina",37081,Guilford,Guilford County,0.59,1.6182803764599354
37183053719,"Census Tract 537.19, Wake County, North Carolina",37183,Wake,Wake County,0.44,0.34347222747574147
37183054110,"Census Tract 541.10, Wake County, North Carolina",37183,Wake,Wake County,0.46,0.5134466473403009
37049960600,"Census Tract 9606, Craven County, North Carolina",37049,Craven,Craven County,0.51,0.9383826970016989
37017950100,"Census Tract 9501, Bladen County, North Carolina",37017,Bladen,Bladen County,0.4,0.0035233877466231164
37017950600,"Census Tract 9506, Bladen County, North Carolina",37017,Bladen,Bladen County,0.43,0.25848501754346176
37077970400,"Census Tract 9704, Granville County, North Carolina",37077,Granville,Granville County,0.47,0.59843385727258
37079950300,"Census Tract 9503, Greene County, North Carolina",37079,Greene,Greene County,0.39,-0.08146382218565658
37159051204,"Census Tract 512.04, Rowan County, North Carolina",37159,Rowan,Rowan County,0.44,0.34347222747574147
37067003805,"Census Tract 38.05, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,0.34,-0.5063998718470546
37067004011,"Census Tract 40.11, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,0.41,0.08851059767890235
37035010303,"Census Tract 103.03, Catawba County, North Carolina",37035,Catawba,Catawba County,0.48,0.6834210672048597
37151031504,"Census Tract 315.04, Randolph County, North Carolina",37151,Randolph,Randolph County,0.4,0.0035233877466231164
37197050300,"Census Tract 503, Yadkin County, North Carolina",37197,Yadkin,Yadkin County,0.42,0.17349780761118205
37129011605,"Census Tract 116.05, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,0.28,-1.0163231314407324
37071030102,"Census Tract 301.02, Gaston County, North Carolina",37071,Gaston,Gaston County,0.38,-0.16645103211793627
37071030602,"Census Tract 306.02, Gaston County, North Carolina",37071,Gaston,Gaston County,0.39,-0.08146382218565658
37071031004,"Census Tract 310.04, Gaston County, North Carolina",37071,Gaston,Gaston County,0.31,-0.7613615016438937
37071032702,"Census Tract 327.02, Gaston County, North Carolina",37071,Gaston,Gaston County,0.37,-0.251438242050216
37073970100,"Census Tract 9701, Gates County, North Carolina",37073,Gates,Gates County,0.34,-0.5063998718470546
37075920300,"Census Tract 9203, Graham County, North Carolina",37075,Graham,Graham County,0.45,0.4284594374080211
37081014412,"Census Tract 144.12, Guilford County, North Carolina",37081,Guilford,Guilford County,0.37,-0.251438242050216
37081015707,"Census Tract 157.07, Guilford County, North Carolina",37081,Guilford,Guilford County,0.38,-0.16645103211793627
37155961000,"Census Tract 9610, Robeson County, North Carolina",37155,Robeson,Robeson County,0.35,-0.4214126619147754
37157040400,"Census Tract 404, Rockingham County, North Carolina",37157,Rockingham,Rockingham County,0.35,-0.4214126619147754
37157041200,"Census Tract 412, Rockingham County, North Carolina",37157,Rockingham,Rockingham County,0.33,-0.5913870817793343
37159050300,"Census Tract 503, Rowan County, North Carolina",37159,Rowan,Rowan County,0.4,0.0035233877466231164
37025041902,"Census Tract 419.02, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,0.61,1.7882547963244948
37025042101,"Census Tract 421.01, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,0.48,0.6834210672048597
37025042602,"Census Tract 426.02, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,0.45,0.4284594374080211
37027031403,"Census Tract 314.03, Caldwell County, North Carolina",37027,Caldwell,Caldwell County,0.54,1.193344326798538
37031970304,"Census Tract 9703.04, Carteret County, North Carolina",37031,Carteret,Carteret County,0.4,0.0035233877466231164
37031970504,"Census Tract 9705.04, Carteret County, North Carolina",37031,Carteret,Carteret County,0.37,-0.251438242050216
37031970902,"Census Tract 9709.02, Carteret County, North Carolina",37031,Carteret,Carteret County,0.39,-0.08146382218565658
37031990100,"Census Tract 9901, Carteret County, North Carolina",37031,Carteret,Carteret County,0,-3.395965009544562
37119005710,"Census Tract 57.10, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,0.4,0.0035233877466231164
37133000103,"Census Tract 1.03, Onslow County, North Carolina",37133,Onslow,Onslow County,0.41,0.08851059767890235
37133000402,"Census Tract 4.02, Onslow County, North Carolina",37133,Onslow,Onslow County,0.38,-0.16645103211793627
37133001700,"Census Tract 17, Onslow County, North Carolina",37133,Onslow,Onslow County,0.26,-1.1862975513052918
37133002202,"Census Tract 22.02, Onslow County, North Carolina",37133,Onslow,Onslow County,0.46,0.5134466473403009
37163970900,"Census Tract 9709, Sampson County, North Carolina",37163,Sampson,Sampson County,0.68,2.3831652658504527
37167931201,"Census Tract 9312.01, Stanly County, North Carolina",37167,Stanly,Stanly County,0.47,0.59843385727258
37169070503,"Census Tract 705.03, Stokes County, North Carolina",37169,Stokes,Stokes County,0.38,-0.16645103211793627
37171930901,"Census Tract 9309.01, Surry County, North Carolina",37171,Surry,Surry County,0.52,1.0233699069339786
37173960301,"Census Tract 9603.01, Swain County, North Carolina",37173,Swain,Swain County,0.38,-0.16645103211793627
37177960100,"Census Tract 9601, Tyrrell County, North Carolina",37177,Tyrrell,Tyrrell County,0.25,-1.2712847612375715
37119005308,"Census Tract 53.08, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,0.55,1.2783315367308177
37119005621,"Census Tract 56.21, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,0.44,0.34347222747574147
37001021702,"Census Tract 217.02, Alamance County, North Carolina",37001,Alamance,Alamance County,0.24,-1.3562719711698512
37003040700,"Census Tract 407, Alexander County, North Carolina",37003,Alexander,Alexander County,0.38,-0.16645103211793627
37013930300,"Census Tract 9303, Beaufort County, North Carolina",37013,Beaufort,Beaufort County,0.56,1.3633187466630974
37037020105,"Census Tract 201.05, Chatham County, North Carolina",37037,Chatham,Chatham County,0.47,0.59843385727258
37037020600,"Census Tract 206, Chatham County, North Carolina",37037,Chatham,Chatham County,0.37,-0.251438242050216
37039930300,"Census Tract 9303, Cherokee County, North Carolina",37039,Cherokee,Cherokee County,0.42,0.17349780761118205
37063002018,"Census Tract 20.18, Durham County, North Carolina",37063,Durham,Durham County,0.26,-1.1862975513052918
37063002022,"Census Tract 20.22, Durham County, North Carolina",37063,Durham,Durham County,0.38,-0.16645103211793627
37065021000,"Census Tract 210, Edgecombe County, North Carolina",37065,Edgecombe,Edgecombe County,0.39,-0.08146382218565658
37065021300,"Census Tract 213, Edgecombe County, North Carolina",37065,Edgecombe,Edgecombe County,0.38,-0.16645103211793627
37067000200,"Census Tract 2, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,0.19,-1.781208020831249
37067001000,"Census Tract 10, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,0.45,0.4284594374080211
37067001602,"Census Tract 16.02, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,0.45,0.4284594374080211
37067002100,"Census Tract 21, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,0.34,-0.5063998718470546
37041930101,"Census Tract 9301.01, Chowan County, North Carolina",37041,Chowan,Chowan County,0.42,0.17349780761118205
37045951000,"Census Tract 9510, Cleveland County, North Carolina",37045,Cleveland,Cleveland County,0.46,0.5134466473403009
37081016101,"Census Tract 161.01, Guilford County, North Carolina",37081,Guilford,Guilford County,0.23,-1.4412591811021305
37081016503,"Census Tract 165.03, Guilford County, North Carolina",37081,Guilford,Guilford County,0.32,-0.676374291711614
37183053606,"Census Tract 536.06, Wake County, North Carolina",37183,Wake,Wake County,0.27,-1.101310341373012
37183051900,"Census Tract 519, Wake County, North Carolina",37183,Wake,Wake County,0.39,-0.08146382218565658
37183052407,"Census Tract 524.07, Wake County, North Carolina",37183,Wake,Wake County,0.25,-1.2712847612375715
