tract_geoid,tract_name,county_geoid,county_name,county_full_name,acs_pov_total,acs_pov_rate,acs_pov_score
37087920102,"Census Tract 9201.02, Haywood County, North Carolina",37087,Haywood,Haywood County,338,0.09,-0.6511864448894639
37155960900,"Census Tract 9609, Robeson County, North Carolina",37155,Robeson,Robeson County,408,0.19,0.2536972259970728
37157040300,"Census Tract 403, Rockingham County, North Carolina",37157,Rockingham,Rockingham County,581,0.17,0.07272049181976556
37159051202,"Census Tract 512.02, Rowan County, North Carolina",37159,Rowan,Rowan County,683,0.19,0.2536972259970728
37049960403,"Census Tract 9604.03, Craven County, North Carolina",37049,Craven,Craven County,52,0.01,-1.375093381598693
37051000702,"Census Tract 7.02, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,189,0.09,-0.6511864448894639
37051002100,"Census Tract 21, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,630,0.17,0.07272049181976556
37051003309,"Census Tract 33.09, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,686,0.1,-0.5606980778008102
37051003407,"Census Tract 34.07, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,28,0.14,-0.1987446094461954
37055970502,"Census Tract 9705.02, Dare County, North Carolina",37055,Dare,Dare County,700,0.19,0.2536972259970728
37055990100,"Census Tract 9901, Dare County, North Carolina",37055,Dare,Dare County,0,0,-1.4655817486873468
37057061300,"Census Tract 613, Davidson County, North Carolina",37057,Davidson,Davidson County,497,0.26,0.8871157956176485
37063000102,"Census Tract 1.02, Durham County, North Carolina",37063,Durham,Durham County,1139,0.27,0.9776041627063022
37063000301,"Census Tract 3.01, Durham County, North Carolina",37063,Durham,Durham County,542,0.22,0.5251623272630338
37149920303,"Census Tract 9203.03, Polk County, North Carolina",37149,Polk,Polk County,312,0.16,-0.017767875268888178
37153970900,"Census Tract 9709, Richmond County, North Carolina",37153,Richmond,Richmond County,755,0.15,-0.10825624235754192
37165010102,"Census Tract 101.02, Scotland County, North Carolina",37165,Scotland,Scotland County,1554,0.32,1.4300459981495703
37171930101,"Census Tract 9301.01, Surry County, North Carolina",37171,Surry,Surry County,482,0.24,0.706139061440341
37179020203,"Census Tract 202.03, Union County, North Carolina",37179,Union,Union County,167,0.04,-1.103628280332732
37183050300,"Census Tract 503, Wake County, North Carolina",37183,Wake,Wake County,541,0.17,0.07272049181976556
37183051000,"Census Tract 510, Wake County, North Carolina",37183,Wake,Wake County,656,0.27,0.9776041627063022
37183052404,"Census Tract 524.04, Wake County, North Carolina",37183,Wake,Wake County,1402,0.3,1.249069263972263
37183052705,"Census Tract 527.05, Wake County, North Carolina",37183,Wake,Wake County,598,0.13,-0.28923297653484914
37183053203,"Census Tract 532.03, Wake County, North Carolina",37183,Wake,Wake County,313,0.04,-1.103628280332732
37127010601,"Census Tract 106.01, Nash County, North Carolina",37127,Nash,Nash County,454,0.18,0.16320885890841905
37063002023,"Census Tract 20.23, Durham County, North Carolina",37063,Durham,Durham County,110,0.04,-1.103628280332732
37129012010,"Census Tract 120.10, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,425,0.08,-0.7416748119781175
37179020313,"Census Tract 203.13, Union County, North Carolina",37179,Union,Union County,337,0.14,-0.1987446094461954
37179020501,"Census Tract 205.01, Union County, North Carolina",37179,Union,Union County,981,0.17,0.07272049181976556
37181960500,"Census Tract 9605, Vance County, North Carolina",37181,Vance,Vance County,1365,0.32,1.4300459981495703
37133000403,"Census Tract 4.03, Onslow County, North Carolina",37133,Onslow,Onslow County,222,0.16,-0.017767875268888178
37133000800,"Census Tract 8, Onslow County, North Carolina",37133,Onslow,Onslow County,79,0.05,-1.0131399132440784
37133002500,"Census Tract 25, Onslow County, North Carolina",37133,Onslow,Onslow County,931,0.27,0.9776041627063022
37133990100,"Census Tract 9901, Onslow County, North Carolina",37133,Onslow,Onslow County,0,0,-1.4655817486873468
37135011601,"Census Tract 116.01, Orange County, North Carolina",37135,Orange,Orange County,0,0,-1.4655817486873468
37139960200,"Census Tract 9602, Pasquotank County, North Carolina",37139,Pasquotank,Pasquotank County,694,0.22,0.5251623272630338
37147000100,"Census Tract 1, Pitt County, North Carolina",37147,Pitt,Pitt County,3866,0.64,4.325673744986488
37149920200,"Census Tract 9202, Polk County, North Carolina",37149,Polk,Polk County,289,0.06,-0.9226515461554248
37129010100,"Census Tract 101, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,863,0.38,1.9729762006814924
37129011606,"Census Tract 116.06, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,641,0.13,-0.28923297653484914
37119005843,"Census Tract 58.43, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,186,0.06,-0.9226515461554248
37119005915,"Census Tract 59.15, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,112,0.05,-1.0131399132440784
37119006203,"Census Tract 62.03, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,501,0.1,-0.5606980778008102
37087920900,"Census Tract 9209, Haywood County, North Carolina",37087,Haywood,Haywood County,432,0.24,0.706139061440341
37021003201,"Census Tract 32.01, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,69,0.04,-1.103628280332732
37025040702,"Census Tract 407.02, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,1115,0.15,-0.10825624235754192
37025040800,"Census Tract 408, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,523,0.14,-0.1987446094461954
37025041901,"Census Tract 419.01, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,681,0.29,1.158580896883609
37089931200,"Census Tract 9312, Henderson County, North Carolina",37089,Henderson,Henderson County,539,0.24,0.706139061440341
37097060601,"Census Tract 606.01, Iredell County, North Carolina",37097,Iredell,Iredell County,817,0.16,-0.017767875268888178
37097061204,"Census Tract 612.04, Iredell County, North Carolina",37097,Iredell,Iredell County,108,0.03,-1.1941166474213858
37081015703,"Census Tract 157.03, Guilford County, North Carolina",37081,Guilford,Guilford County,503,0.09,-0.6511864448894639
37081016305,"Census Tract 163.05, Guilford County, North Carolina",37081,Guilford,Guilford County,64,0.02,-1.2846050145100396
37083930200,"Census Tract 9302, Halifax County, North Carolina",37083,Halifax,Halifax County,333,0.07,-0.8321631790667711
37119001505,"Census Tract 15.05, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,729,0.21,0.43467396017438004
37119001702,"Census Tract 17.02, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,2207,0.37,1.8824878335928386
37119980300,"Census Tract 9803, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,0,0,-1.4655817486873468
37125950900,"Census Tract 9509, Moore County, North Carolina",37125,Moore,Moore County,235,0.09,-0.6511864448894639
37119001923,"Census Tract 19.23, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,875,0.19,0.2536972259970728
37119003017,"Census Tract 30.17, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,237,0.06,-0.9226515461554248
37119003109,"Census Tract 31.09, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1157,0.27,0.9776041627063022
37191000500,"Census Tract 5, Wayne County, North Carolina",37191,Wayne,Wayne County,178,0.08,-0.7416748119781175
37191001900,"Census Tract 19, Wayne County, North Carolina",37191,Wayne,Wayne County,2064,0.46,2.6968831373907216
37195000100,"Census Tract 1, Wilson County, North Carolina",37195,Wilson,Wilson County,1179,0.36,1.791999466504185
37195001400,"Census Tract 14, Wilson County, North Carolina",37195,Wilson,Wilson County,679,0.07,-0.8321631790667711
37199960400,"Census Tract 9604, Yancey County, North Carolina",37199,Yancey,Yancey County,600,0.14,-0.1987446094461954
37183053509,"Census Tract 535.09, Wake County, North Carolina",37183,Wake,Wake County,50,0.01,-1.375093381598693
37183053718,"Census Tract 537.18, Wake County, North Carolina",37183,Wake,Wake County,93,0.03,-1.1941166474213858
37183054001,"Census Tract 540.01, Wake County, North Carolina",37183,Wake,Wake County,659,0.14,-0.1987446094461954
37019020511,"Census Tract 205.11, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,313,0.13,-0.28923297653484914
37021001000,"Census Tract 10, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,1066,0.23,0.6156506943516875
37101040700,"Census Tract 407, Johnston County, North Carolina",37101,Johnston,Johnston County,746,0.2,0.34418559308572655
37105030300,"Census Tract 303, Lee County, North Carolina",37105,Lee,Lee County,792,0.33,1.5205343652382242
37107010400,"Census Tract 104, Lenoir County, North Carolina",37107,Lenoir,Lenoir County,282,0.37,1.8824878335928386
37109070201,"Census Tract 702.01, Lincoln County, North Carolina",37109,Lincoln,Lincoln County,955,0.22,0.5251623272630338
37183054018,"Census Tract 540.18, Wake County, North Carolina",37183,Wake,Wake County,620,0.19,0.2536972259970728
37185950400,"Census Tract 9504, Warren County, North Carolina",37185,Warren,Warren County,866,0.23,0.6156506943516875
37189920500,"Census Tract 9205, Watauga County, North Carolina",37189,Watauga,Watauga County,1160,0.58,3.7827435424545652
37041930102,"Census Tract 9301.02, Chowan County, North Carolina",37041,Chowan,Chowan County,514,0.21,0.43467396017438004
37047930500,"Census Tract 9305, Columbus County, North Carolina",37047,Columbus,Columbus County,1000,0.24,0.706139061440341
37049960300,"Census Tract 9603, Craven County, North Carolina",37049,Craven,Craven County,1758,0.26,0.8871157956176485
37119004303,"Census Tract 43.03, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,474,0.16,-0.017767875268888178
37119005511,"Census Tract 55.11, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,244,0.06,-0.9226515461554248
37119005522,"Census Tract 55.22, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,142,0.03,-1.1941166474213858
37119005609,"Census Tract 56.09, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,2147,0.63,4.2351853778978334
37119005713,"Census Tract 57.13, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,86,0.02,-1.2846050145100396
37119005831,"Census Tract 58.31, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,421,0.09,-0.6511864448894639
37063001503,"Census Tract 15.03, Durham County, North Carolina",37063,Durham,Durham County,0,0,-1.4655817486873468
37063001709,"Census Tract 17.09, Durham County, North Carolina",37063,Durham,Durham County,2387,0.34,1.611022732326878
37063002021,"Census Tract 20.21, Durham County, North Carolina",37063,Durham,Durham County,1018,0.23,0.6156506943516875
37115010100,"Census Tract 101, Madison County, North Carolina",37115,Madison,Madison County,552,0.19,0.2536972259970728
37115010500,"Census Tract 105, Madison County, North Carolina",37115,Madison,Madison County,538,0.13,-0.28923297653484914
37117970400,"Census Tract 9704, Martin County, North Carolina",37117,Martin,Martin County,279,0.13,-0.28923297653484914
37119000300,"Census Tract 3, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,289,0.3,1.249069263972263
37119000800,"Census Tract 8, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,679,0.22,0.5251623272630338
37067003003,"Census Tract 30.03, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,340,0.1,-0.5606980778008102
37067003202,"Census Tract 32.02, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,932,0.23,0.6156506943516875
37189920800,"Census Tract 9208, Watauga County, North Carolina",37189,Watauga,Watauga County,222,0.09,-0.6511864448894639
37191000601,"Census Tract 6.01, Wayne County, North Carolina",37191,Wayne,Wayne County,1506,0.33,1.5205343652382242
37191001400,"Census Tract 14, Wayne County, North Carolina",37191,Wayne,Wayne County,2448,0.37,1.8824878335928386
37193960400,"Census Tract 9604, Wilkes County, North Carolina",37193,Wilkes,Wilkes County,1777,0.23,0.6156506943516875
37159052000,"Census Tract 520, Rowan County, North Carolina",37159,Rowan,Rowan County,504,0.25,0.7966274285289947
37161960200,"Census Tract 9602, Rutherford County, North Carolina",37161,Rutherford,Rutherford County,954,0.13,-0.28923297653484914
37083930300,"Census Tract 9303, Halifax County, North Carolina",37083,Halifax,Halifax County,1029,0.23,0.6156506943516875
37053110102,"Census Tract 1101.02, Currituck County, North Carolina",37053,Currituck,Currituck County,158,0.11,-0.4702097107121565
37055970601,"Census Tract 9706.01, Dare County, North Carolina",37055,Dare,Dare County,372,0.05,-1.0131399132440784
37057060302,"Census Tract 603.02, Davidson County, North Carolina",37057,Davidson,Davidson County,372,0.09,-0.6511864448894639
37057061000,"Census Tract 610, Davidson County, North Carolina",37057,Davidson,Davidson County,1023,0.21,0.43467396017438004
37061090400,"Census Tract 904, Duplin County, North Carolina",37061,Duplin,Duplin County,1035,0.2,0.34418559308572655
37179020701,"Census Tract 207.01, Union County, North Carolina",37179,Union,Union County,1115,0.24,0.706139061440341
37063000200,"Census Tract 2, Durham County, North Carolina",37063,Durham,Durham County,496,0.16,-0.017767875268888178
37117970500,"Census Tract 9705, Martin County, North Carolina",37117,Martin,Martin County,997,0.19,0.2536972259970728
37119000700,"Census Tract 7, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,66,0.07,-0.8321631790667711
37119001605,"Census Tract 16.05, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,484,0.26,0.8871157956176485
37119001910,"Census Tract 19.10, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1212,0.2,0.34418559308572655
37119001919,"Census Tract 19.19, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1163,0.28,1.068092529794956
37119002100,"Census Tract 21, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,469,0.18,0.16320885890841905
37119002600,"Census Tract 26, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,231,0.24,0.706139061440341
37119003008,"Census Tract 30.08, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,562,0.1,-0.5606980778008102
37019020201,"Census Tract 202.01, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,541,0.13,-0.28923297653484914
37019020309,"Census Tract 203.09, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,128,0.04,-1.103628280332732
37019020504,"Census Tract 205.04, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,144,0.08,-0.7416748119781175
37019020510,"Census Tract 205.10, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,295,0.15,-0.10825624235754192
37021000600,"Census Tract 6, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,256,0.13,-0.28923297653484914
37021002000,"Census Tract 20, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,839,0.14,-0.1987446094461954
37021002606,"Census Tract 26.06, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,1092,0.26,0.8871157956176485
37023020201,"Census Tract 202.01, Burke County, North Carolina",37023,Burke,Burke County,789,0.12,-0.3797213436235029
37097061408,"Census Tract 614.08, Iredell County, North Carolina",37097,Iredell,Iredell County,220,0.05,-1.0131399132440784
37099950700,"Census Tract 9507, Jackson County, North Carolina",37099,Jackson,Jackson County,571,0.21,0.43467396017438004
37101041502,"Census Tract 415.02, Johnston County, North Carolina",37101,Johnston,Johnston County,538,0.07,-0.8321631790667711
37103920100,"Census Tract 9201, Jones County, North Carolina",37103,Jones,Jones County,829,0.23,0.6156506943516875
37105030101,"Census Tract 301.01, Lee County, North Carolina",37105,Lee,Lee County,876,0.17,0.07272049181976556
37109070600,"Census Tract 706, Lincoln County, North Carolina",37109,Lincoln,Lincoln County,422,0.1,-0.5606980778008102
37111970100,"Census Tract 9701, McDowell County, North Carolina",37111,McDowell,McDowell County,777,0.14,-0.1987446094461954
37111970400,"Census Tract 9704, McDowell County, North Carolina",37111,McDowell,McDowell County,373,0.11,-0.4702097107121565
37113970200,"Census Tract 9702, Macon County, North Carolina",37113,Macon,Macon County,896,0.24,0.706139061440341
37115010200,"Census Tract 102, Madison County, North Carolina",37115,Madison,Madison County,594,0.29,1.158580896883609
37117970100,"Census Tract 9701, Martin County, North Carolina",37117,Martin,Martin County,912,0.2,0.34418559308572655
37135011400,"Census Tract 114, Orange County, North Carolina",37135,Orange,Orange County,1492,0.43,2.4254180361247606
37135011800,"Census Tract 118, Orange County, North Carolina",37135,Orange,Orange County,895,0.3,1.249069263972263
37139960100,"Census Tract 9601, Pasquotank County, North Carolina",37139,Pasquotank,Pasquotank County,496,0.38,1.9729762006814924
37085071303,"Census Tract 713.03, Harnett County, North Carolina",37085,Harnett,Harnett County,662,0.06,-0.9226515461554248
37089930300,"Census Tract 9303, Henderson County, North Carolina",37089,Henderson,Henderson County,874,0.12,-0.3797213436235029
37089930900,"Census Tract 9309, Henderson County, North Carolina",37089,Henderson,Henderson County,236,0.08,-0.7416748119781175
37091950100,"Census Tract 9501, Hertford County, North Carolina",37091,Hertford,Hertford County,2013,0.31,1.3395576310609167
37093970402,"Census Tract 9704.02, Hoke County, North Carolina",37093,Hoke,Hoke County,1060,0.34,1.611022732326878
37095920100,"Census Tract 9201, Hyde County, North Carolina",37095,Hyde,Hyde County,1062,0.22,0.5251623272630338
37081010403,"Census Tract 104.03, Guilford County, North Carolina",37081,Guilford,Guilford County,153,0.1,-0.5606980778008102
37081010900,"Census Tract 109, Guilford County, North Carolina",37081,Guilford,Guilford County,562,0.31,1.3395576310609167
37081011500,"Census Tract 115, Guilford County, North Carolina",37081,Guilford,Guilford County,639,0.28,1.068092529794956
37081012604,"Census Tract 126.04, Guilford County, North Carolina",37081,Guilford,Guilford County,1005,0.23,0.6156506943516875
37081012610,"Census Tract 126.10, Guilford County, North Carolina",37081,Guilford,Guilford County,490,0.14,-0.1987446094461954
37081012707,"Census Tract 127.07, Guilford County, North Carolina",37081,Guilford,Guilford County,1146,0.39,2.063464567770146
37183053719,"Census Tract 537.19, Wake County, North Carolina",37183,Wake,Wake County,50,0.01,-1.375093381598693
37183054110,"Census Tract 541.10, Wake County, North Carolina",37183,Wake,Wake County,672,0.07,-0.8321631790667711
37049960600,"Census Tract 9606, Craven County, North Carolina",37049,Craven,Craven County,1395,0.25,0.7966274285289947
37017950100,"Census Tract 9501, Bladen County, North Carolina",37017,Bladen,Bladen County,1333,0.26,0.8871157956176485
37017950600,"Census Tract 9506, Bladen County, North Carolina",37017,Bladen,Bladen County,1642,0.27,0.9776041627063022
37077970400,"Census Tract 9704, Granville County, North Carolina",37077,Granville,Granville County,1249,0.32,1.4300459981495703
37079950300,"Census Tract 9503, Greene County, North Carolina",37079,Greene,Greene County,2116,0.31,1.3395576310609167
37159051204,"Census Tract 512.04, Rowan County, North Carolina",37159,Rowan,Rowan County,383,0.1,-0.5606980778008102
37067003805,"Census Tract 38.05, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,1266,0.21,0.43467396017438004
37067004011,"Census Tract 40.11, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,475,0.08,-0.7416748119781175
37035010303,"Census Tract 103.03, Catawba County, North Carolina",37035,Catawba,Catawba County,550,0.12,-0.3797213436235029
37151031504,"Census Tract 315.04, Randolph County, North Carolina",37151,Randolph,Randolph County,305,0.06,-0.9226515461554248
37197050300,"Census Tract 503, Yadkin County, North Carolina",37197,Yadkin,Yadkin County,1345,0.22,0.5251623272630338
37129011605,"Census Tract 116.05, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,1580,0.28,1.068092529794956
37071030102,"Census Tract 301.02, Gaston County, North Carolina",37071,Gaston,Gaston County,316,0.08,-0.7416748119781175
37071030602,"Census Tract 306.02, Gaston County, North Carolina",37071,Gaston,Gaston County,255,0.12,-0.3797213436235029
37071031004,"Census Tract 310.04, Gaston County, North Carolina",37071,Gaston,Gaston County,295,0.11,-0.4702097107121565
37071032702,"Census Tract 327.02, Gaston County, North Carolina",37071,Gaston,Gaston County,162,0.07,-0.8321631790667711
37073970100,"Census Tract 9701, Gates County, North Carolina",37073,Gates,Gates County,272,0.07,-0.8321631790667711
37075920300,"Census Tract 9203, Graham County, North Carolina",37075,Graham,Graham County,959,0.27,0.9776041627063022
37081014412,"Census Tract 144.12, Guilford County, North Carolina",37081,Guilford,Guilford County,352,0.13,-0.28923297653484914
37081015707,"Census Tract 157.07, Guilford County, North Carolina",37081,Guilford,Guilford County,609,0.1,-0.5606980778008102
37155961000,"Census Tract 9610, Robeson County, North Carolina",37155,Robeson,Robeson County,645,0.32,1.4300459981495703
37157040400,"Census Tract 404, Rockingham County, North Carolina",37157,Rockingham,Rockingham County,1766,0.29,1.158580896883609
37157041200,"Census Tract 412, Rockingham County, North Carolina",37157,Rockingham,Rockingham County,1339,0.27,0.9776041627063022
37159050300,"Census Tract 503, Rowan County, North Carolina",37159,Rowan,Rowan County,772,0.23,0.6156506943516875
37025041902,"Census Tract 419.02, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,1513,0.36,1.791999466504185
37025042101,"Census Tract 421.01, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,1002,0.32,1.4300459981495703
37025042602,"Census Tract 426.02, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,398,0.1,-0.5606980778008102
37027031403,"Census Tract 314.03, Caldwell County, North Carolina",37027,Caldwell,Caldwell County,560,0.23,0.6156506943516875
37031970304,"Census Tract 9703.04, Carteret County, North Carolina",37031,Carteret,Carteret County,391,0.19,0.2536972259970728
37031970504,"Census Tract 9705.04, Carteret County, North Carolina",37031,Carteret,Carteret County,232,0.13,-0.28923297653484914
37031970902,"Census Tract 9709.02, Carteret County, North Carolina",37031,Carteret,Carteret County,140,0.1,-0.5606980778008102
37031990100,"Census Tract 9901, Carteret County, North Carolina",37031,Carteret,Carteret County,0,0,-1.4655817486873468
37119005710,"Census Tract 57.10, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,759,0.16,-0.017767875268888178
37133000103,"Census Tract 1.03, Onslow County, North Carolina",37133,Onslow,Onslow County,937,0.17,0.07272049181976556
37133000402,"Census Tract 4.02, Onslow County, North Carolina",37133,Onslow,Onslow County,966,0.13,-0.28923297653484914
37133001700,"Census Tract 17, Onslow County, North Carolina",37133,Onslow,Onslow County,253,0.11,-0.4702097107121565
37133002202,"Census Tract 22.02, Onslow County, North Carolina",37133,Onslow,Onslow County,1075,0.25,0.7966274285289947
37163970900,"Census Tract 9709, Sampson County, North Carolina",37163,Sampson,Sampson County,1458,0.39,2.063464567770146
37167931201,"Census Tract 9312.01, Stanly County, North Carolina",37167,Stanly,Stanly County,1621,0.28,1.068092529794956
37169070503,"Census Tract 705.03, Stokes County, North Carolina",37169,Stokes,Stokes County,380,0.06,-0.9226515461554248
37171930901,"Census Tract 9309.01, Surry County, North Carolina",37171,Surry,Surry County,698,0.17,0.07272049181976556
37173960301,"Census Tract 9603.01, Swain County, North Carolina",37173,Swain,Swain County,685,0.23,0.6156506943516875
37177960100,"Census Tract 9601, Tyrrell County, North Carolina",37177,Tyrrell,Tyrrell County,863,0.25,0.7966274285289947
37119005308,"Census Tract 53.08, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,989,0.38,1.9729762006814924
37119005621,"Census Tract 56.21, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,321,0.07,-0.8321631790667711
37001021702,"Census Tract 217.02, Alamance County, North Carolina",37001,Alamance,Alamance County,1205,0.22,0.5251623272630338
37003040700,"Census Tract 407, Alexander County, North Carolina",37003,Alexander,Alexander County,1124,0.17,0.07272049181976556
37013930300,"Census Tract 9303, Beaufort County, North Carolina",37013,Beaufort,Beaufort County,1156,0.3,1.249069263972263
37037020105,"Census Tract 201.05, Chatham County, North Carolina",37037,Chatham,Chatham County,260,0.05,-1.0131399132440784
37037020600,"Census Tract 206, Chatham County, North Carolina",37037,Chatham,Chatham County,980,0.17,0.07272049181976556
37039930300,"Census Tract 9303, Cherokee County, North Carolina",37039,Cherokee,Cherokee County,400,0.15,-0.10825624235754192
37063002018,"Census Tract 20.18, Durham County, North Carolina",37063,Durham,Durham County,685,0.07,-0.8321631790667711
37063002022,"Census Tract 20.22, Durham County, North Carolina",37063,Durham,Durham County,593,0.12,-0.3797213436235029
37065021000,"Census Tract 210, Edgecombe County, North Carolina",37065,Edgecombe,Edgecombe County,724,0.24,0.706139061440341
37065021300,"Census Tract 213, Edgecombe County, North Carolina",37065,Edgecombe,Edgecombe County,634,0.14,-0.1987446094461954
37067000200,"Census Tract 2, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,663,0.57,3.6922551753659114
