Month Year,Area Type (table sort),Area,Claim Type,Attribute Category,Attribute,Value
Sep-20,State,Out-of-State,Continued Claims,Gender,Other,28
Sep-20,State,Out-of-State,Continued Claims,Gender,Male,3579
Sep-20,State,Out-of-State,Continued Claims,Gender,Female,2763
Sep-20,State,Out-of-State,Continued Claims,Race,Race Unknown,563
Sep-20,State,Out-of-State,Continued Claims,Race,Other Race,456
Sep-20,State,Out-of-State,Continued Claims,Race,White,3193
Sep-20,State,Out-of-State,Continued Claims,Race,Black,2158
Sep-20,State,Out-of-State,Continued Claims,Hispanic Origin,Hispanic Origin Unknown,550
Sep-20,State,Out-of-State,Continued Claims,Hispanic Origin,Not Hispanic,5318
Sep-20,State,Out-of-State,Continued Claims,Hispanic Origin,Hispanic,502
Sep-20,State,Out-of-State,Continued Claims,Age,65+,350
Sep-20,State,Out-of-State,Continued Claims,Age,60 to 64,473
Sep-20,State,Out-of-State,Continued Claims,Age,55 to 59,580
Sep-20,State,Out-of-State,Continued Claims,Age,45 to 54,1233
Sep-20,State,Out-of-State,Continued Claims,Age,35 to 44,1358
Sep-20,State,Out-of-State,Continued Claims,Age,25 to 34,1739
Sep-20,State,Out-of-State,Continued Claims,Age,Less than 25,637
Sep-20,State,Out-of-State,Continued Claims,Industry,Unclassified / Unknown,1940
Sep-20,State,Out-of-State,Continued Claims,Industry,"Trade, Transportation, & Utilities",940
Sep-20,State,Out-of-State,Continued Claims,Industry,Public Administration,37
Sep-20,State,Out-of-State,Continued Claims,Industry,Professional & Business Services,899
Sep-20,State,Out-of-State,Continued Claims,Industry,Other Services,119
Sep-20,State,Out-of-State,Continued Claims,Industry,Natural Resources & Mining,18
Sep-20,State,Out-of-State,Continued Claims,Industry,Manufacturing,756
Sep-20,State,Out-of-State,Continued Claims,Industry,Leisure & Hospitality,498
Sep-20,State,Out-of-State,Continued Claims,Industry,Information,56
Sep-20,State,Out-of-State,Continued Claims,Industry,Financial Activities,131
Sep-20,State,Out-of-State,Continued Claims,Industry,Educational  & Health Services,484
Sep-20,State,Out-of-State,Continued Claims,Industry,Construction,497
Sep-20,County,Alamance,Continued Claims,Claims,Total Cont. Weeks Claimed,6232
Sep-20,County,Alamance,Continued Claims,Claimants,Total Claimants,2472
Sep-20,County,Alamance,Continued Claims,COVID,COVID-19 Claimants,1488
Sep-20,County,Alamance,Continued Claims,Gender,Other,
Sep-20,County,Alamance,Continued Claims,Gender,Male,
Sep-20,County,Alamance,Continued Claims,Gender,Female,1356
Sep-20,County,Alamance,Continued Claims,Race,Race Unknown,231
Sep-20,County,Alamance,Continued Claims,Race,Other Race,138
Sep-20,County,Alamance,Continued Claims,Race,White,1065
Sep-20,County,Alamance,Continued Claims,Race,Black,1038
Sep-20,County,Alamance,Continued Claims,Hispanic Origin,Hispanic Origin Unknown,165
Sep-20,County,Alamance,Continued Claims,Hispanic Origin,Not Hispanic,2077
Sep-20,County,Alamance,Continued Claims,Hispanic Origin,Hispanic,230
Sep-20,County,Alamance,Continued Claims,Age,65+,127
Sep-20,County,Alamance,Continued Claims,Age,60 to 64,151
Sep-20,County,Alamance,Continued Claims,Age,55 to 59,203
Sep-20,County,Alamance,Continued Claims,Age,45 to 54,450
Sep-20,County,Alamance,Continued Claims,Age,35 to 44,506
Sep-20,County,Alamance,Continued Claims,Age,25 to 34,714
Sep-20,County,Alamance,Continued Claims,Age,Less than 25,321
Sep-20,County,Alamance,Continued Claims,Industry,Unclassified / Unknown,330
Sep-20,County,Alamance,Continued Claims,Industry,"Trade, Transportation, & Utilities",397
Sep-20,County,Alamance,Continued Claims,Industry,Public Administration,31
Sep-20,County,Alamance,Continued Claims,Industry,Professional & Business Services,391
Sep-20,County,Alamance,Continued Claims,Industry,Other Services,63
Sep-20,County,Alamance,Continued Claims,Industry,Natural Resources & Mining,
Sep-20,County,Alamance,Continued Claims,Industry,Manufacturing,407
Sep-20,County,Alamance,Continued Claims,Industry,Leisure & Hospitality,323
Sep-20,County,Alamance,Continued Claims,Industry,Information,
Sep-20,County,Alamance,Continued Claims,Industry,Financial Activities,43
Sep-20,County,Alamance,Continued Claims,Industry,Educational  & Health Services,375
Sep-20,County,Alamance,Continued Claims,Industry,Construction,103
Sep-20,County,Alexander,Continued Claims,Claims,Total Cont. Weeks Claimed,1103
Sep-20,County,Alexander,Continued Claims,Claimants,Total Claimants,530
Sep-20,County,Alexander,Continued Claims,COVID,COVID-19 Claimants,373
Sep-20,County,Alexander,Continued Claims,Gender,Other,
Sep-20,County,Alexander,Continued Claims,Gender,Male,
Sep-20,County,Alexander,Continued Claims,Gender,Female,
Sep-20,County,Alexander,Continued Claims,Race,Race Unknown,16
Sep-20,County,Alexander,Continued Claims,Race,Other Race,12
Sep-20,County,Alexander,Continued Claims,Race,White,468
Sep-20,County,Alexander,Continued Claims,Race,Black,34
Sep-20,County,Alexander,Continued Claims,Hispanic Origin,Hispanic Origin Unknown,28
Sep-20,County,Alexander,Continued Claims,Hispanic Origin,Not Hispanic,476
Sep-20,County,Alexander,Continued Claims,Hispanic Origin,Hispanic,26
Sep-20,County,Alexander,Continued Claims,Age,65+,42
Sep-20,County,Alexander,Continued Claims,Age,60 to 64,53
Sep-20,County,Alexander,Continued Claims,Age,55 to 59,86
Sep-20,County,Alexander,Continued Claims,Age,45 to 54,124
Sep-20,County,Alexander,Continued Claims,Age,35 to 44,96
Sep-20,County,Alexander,Continued Claims,Age,25 to 34,84
Sep-20,County,Alexander,Continued Claims,Age,Less than 25,45
Sep-20,County,Alexander,Continued Claims,Industry,Unclassified / Unknown,69
Sep-20,County,Alexander,Continued Claims,Industry,"Trade, Transportation, & Utilities",40
Sep-20,County,Alexander,Continued Claims,Industry,Public Administration,
Sep-20,County,Alexander,Continued Claims,Industry,Professional & Business Services,37
Sep-20,County,Alexander,Continued Claims,Industry,Other Services,6
Sep-20,County,Alexander,Continued Claims,Industry,Natural Resources & Mining,
Sep-20,County,Alexander,Continued Claims,Industry,Manufacturing,255
Sep-20,County,Alexander,Continued Claims,Industry,Leisure & Hospitality,37
Sep-20,County,Alexander,Continued Claims,Industry,Information,
Sep-20,County,Alexander,Continued Claims,Industry,Financial Activities,
Sep-20,County,Alexander,Continued Claims,Industry,Educational  & Health Services,60
Sep-20,County,Alexander,Continued Claims,Industry,Construction,17
Sep-20,County,Alleghany,Continued Claims,Claims,Total Cont. Weeks Claimed,291
Sep-20,County,Alleghany,Continued Claims,Claimants,Total Claimants,117
Sep-20,County,Alleghany,Continued Claims,COVID,COVID-19 Claimants,77
Sep-20,County,Alleghany,Continued Claims,Gender,Other,0
Sep-20,County,Alleghany,Continued Claims,Gender,Male,56
Sep-20,County,Alleghany,Continued Claims,Gender,Female,61
Sep-20,County,Alleghany,Continued Claims,Race,Race Unknown,11
Sep-20,County,Alleghany,Continued Claims,Race,Other Race,
Sep-20,County,Alleghany,Continued Claims,Race,White,103
Sep-20,County,Alleghany,Continued Claims,Race,Black,
Sep-20,County,Alleghany,Continued Claims,Hispanic Origin,Hispanic Origin Unknown,8
Sep-20,County,Alleghany,Continued Claims,Hispanic Origin,Not Hispanic,99
Sep-20,County,Alleghany,Continued Claims,Hispanic Origin,Hispanic,10
Sep-20,County,Alleghany,Continued Claims,Age,65+,
Sep-20,County,Alleghany,Continued Claims,Age,60 to 64,12
Sep-20,County,Alleghany,Continued Claims,Age,55 to 59,
Sep-20,County,Alleghany,Continued Claims,Age,45 to 54,23
Sep-20,County,Alleghany,Continued Claims,Age,35 to 44,21
Sep-20,County,Alleghany,Continued Claims,Age,25 to 34,31
Sep-20,County,Alleghany,Continued Claims,Age,Less than 25,12
Sep-20,County,Alleghany,Continued Claims,Industry,Unclassified / Unknown,20
Sep-20,County,Alleghany,Continued Claims,Industry,"Trade, Transportation, & Utilities",8
Sep-20,County,Alleghany,Continued Claims,Industry,Public Administration,
Sep-20,County,Alleghany,Continued Claims,Industry,Professional & Business Services,
Sep-20,County,Alleghany,Continued Claims,Industry,Other Services,
Sep-20,County,Alleghany,Continued Claims,Industry,Natural Resources & Mining,
Sep-20,County,Alleghany,Continued Claims,Industry,Manufacturing,48
Sep-20,County,Alleghany,Continued Claims,Industry,Leisure & Hospitality,15
Sep-20,County,Alleghany,Continued Claims,Industry,Information,0
Sep-20,County,Alleghany,Continued Claims,Industry,Financial Activities,
Sep-20,County,Alleghany,Continued Claims,Industry,Educational  & Health Services,7
Sep-20,County,Alleghany,Continued Claims,Industry,Construction,9
Sep-20,County,Anson,Continued Claims,Claims,Total Cont. Weeks Claimed,1380
Sep-20,County,Anson,Continued Claims,Claimants,Total Claimants,534
Sep-20,County,Anson,Continued Claims,COVID,COVID-19 Claimants,312
Sep-20,County,Anson,Continued Claims,Gender,Other,0
Sep-20,County,Anson,Continued Claims,Gender,Male,
Sep-20,County,Anson,Continued Claims,Gender,Female,
Sep-20,County,Anson,Continued Claims,Race,Race Unknown,12
Sep-20,County,Anson,Continued Claims,Race,Other Race,24
Sep-20,County,Anson,Continued Claims,Race,White,164
Sep-20,County,Anson,Continued Claims,Race,Black,334
Sep-20,County,Anson,Continued Claims,Hispanic Origin,Hispanic Origin Unknown,34
Sep-20,County,Anson,Continued Claims,Hispanic Origin,Not Hispanic,491
Sep-20,County,Anson,Continued Claims,Hispanic Origin,Hispanic,9
Sep-20,County,Anson,Continued Claims,Age,65+,17
Sep-20,County,Anson,Continued Claims,Age,60 to 64,17
Sep-20,County,Anson,Continued Claims,Age,55 to 59,28
Sep-20,County,Anson,Continued Claims,Age,45 to 54,88
Sep-20,County,Anson,Continued Claims,Age,35 to 44,134
Sep-20,County,Anson,Continued Claims,Age,25 to 34,175
Sep-20,County,Anson,Continued Claims,Age,Less than 25,75
Sep-20,County,Anson,Continued Claims,Industry,Unclassified / Unknown,83
Sep-20,County,Anson,Continued Claims,Industry,"Trade, Transportation, & Utilities",58
Sep-20,County,Anson,Continued Claims,Industry,Public Administration,6
Sep-20,County,Anson,Continued Claims,Industry,Professional & Business Services,68
Sep-20,County,Anson,Continued Claims,Industry,Other Services,10
Sep-20,County,Anson,Continued Claims,Industry,Natural Resources & Mining,7
Sep-20,County,Anson,Continued Claims,Industry,Manufacturing,186
Sep-20,County,Anson,Continued Claims,Industry,Leisure & Hospitality,28
Sep-20,County,Anson,Continued Claims,Industry,Information,
Sep-20,County,Anson,Continued Claims,Industry,Financial Activities,
Sep-20,County,Anson,Continued Claims,Industry,Educational  & Health Services,67
Sep-20,County,Anson,Continued Claims,Industry,Construction,16
Sep-20,County,Ashe,Continued Claims,Claims,Total Cont. Weeks Claimed,576
Sep-20,County,Ashe,Continued Claims,Claimants,Total Claimants,231
Sep-20,County,Ashe,Continued Claims,COVID,COVID-19 Claimants,139
Sep-20,County,Ashe,Continued Claims,Gender,Other,0
Sep-20,County,Ashe,Continued Claims,Gender,Male,84
Sep-20,County,Ashe,Continued Claims,Gender,Female,147
Sep-20,County,Ashe,Continued Claims,Race,Race Unknown,
Sep-20,County,Ashe,Continued Claims,Race,Other Race,11
Sep-20,County,Ashe,Continued Claims,Race,White,209
Sep-20,County,Ashe,Continued Claims,Race,Black,
Sep-20,County,Ashe,Continued Claims,Hispanic Origin,Hispanic Origin Unknown,
Sep-20,County,Ashe,Continued Claims,Hispanic Origin,Not Hispanic,212
Sep-20,County,Ashe,Continued Claims,Hispanic Origin,Hispanic,
Sep-20,County,Ashe,Continued Claims,Age,65+,15
Sep-20,County,Ashe,Continued Claims,Age,60 to 64,17
Sep-20,County,Ashe,Continued Claims,Age,55 to 59,29
Sep-20,County,Ashe,Continued Claims,Age,45 to 54,50
Sep-20,County,Ashe,Continued Claims,Age,35 to 44,49
Sep-20,County,Ashe,Continued Claims,Age,25 to 34,52
Sep-20,County,Ashe,Continued Claims,Age,Less than 25,19
Sep-20,County,Ashe,Continued Claims,Industry,Unclassified / Unknown,41
Sep-20,County,Ashe,Continued Claims,Industry,"Trade, Transportation, & Utilities",30
Sep-20,County,Ashe,Continued Claims,Industry,Public Administration,9
Sep-20,County,Ashe,Continued Claims,Industry,Professional & Business Services,17
Sep-20,County,Ashe,Continued Claims,Industry,Other Services,
Sep-20,County,Ashe,Continued Claims,Industry,Natural Resources & Mining,
Sep-20,County,Ashe,Continued Claims,Industry,Manufacturing,31
Sep-20,County,Ashe,Continued Claims,Industry,Leisure & Hospitality,23
Sep-20,County,Ashe,Continued Claims,Industry,Information,
Sep-20,County,Ashe,Continued Claims,Industry,Financial Activities,5
Sep-20,County,Ashe,Continued Claims,Industry,Educational  & Health Services,51
Sep-20,County,Ashe,Continued Claims,Industry,Construction,15
Sep-20,County,Avery,Continued Claims,Claims,Total Cont. Weeks Claimed,411
Sep-20,County,Avery,Continued Claims,Claimants,Total Claimants,158
Sep-20,County,Avery,Continued Claims,COVID,COVID-19 Claimants,86
Sep-20,County,Avery,Continued Claims,Gender,Other,0
Sep-20,County,Avery,Continued Claims,Gender,Male,75
Sep-20,County,Avery,Continued Claims,Gender,Female,83
Sep-20,County,Avery,Continued Claims,Race,Race Unknown,
Sep-20,County,Avery,Continued Claims,Race,Other Race,8
Sep-20,County,Avery,Continued Claims,Race,White,142
Sep-20,County,Avery,Continued Claims,Race,Black,
Sep-20,County,Avery,Continued Claims,Hispanic Origin,Hispanic Origin Unknown,9
Sep-20,County,Avery,Continued Claims,Hispanic Origin,Not Hispanic,143
Sep-20,County,Avery,Continued Claims,Hispanic Origin,Hispanic,6
Sep-20,County,Avery,Continued Claims,Age,65+,17
Sep-20,County,Avery,Continued Claims,Age,60 to 64,
Sep-20,County,Avery,Continued Claims,Age,55 to 59,
Sep-20,County,Avery,Continued Claims,Age,45 to 54,34
Sep-20,County,Avery,Continued Claims,Age,35 to 44,41
Sep-20,County,Avery,Continued Claims,Age,25 to 34,36
Sep-20,County,Avery,Continued Claims,Age,Less than 25,14
Sep-20,County,Avery,Continued Claims,Industry,Unclassified / Unknown,43
Sep-20,County,Avery,Continued Claims,Industry,"Trade, Transportation, & Utilities",16
Sep-20,County,Avery,Continued Claims,Industry,Public Administration,5
Sep-20,County,Avery,Continued Claims,Industry,Professional & Business Services,
Sep-20,County,Avery,Continued Claims,Industry,Other Services,
Sep-20,County,Avery,Continued Claims,Industry,Natural Resources & Mining,
Sep-20,County,Avery,Continued Claims,Industry,Manufacturing,
Sep-20,County,Avery,Continued Claims,Industry,Leisure & Hospitality,35
Sep-20,County,Avery,Continued Claims,Industry,Information,
Sep-20,County,Avery,Continued Claims,Industry,Financial Activities,
Sep-20,County,Avery,Continued Claims,Industry,Educational  & Health Services,30
Sep-20,County,Avery,Continued Claims,Industry,Construction,13
Sep-20,County,Beaufort,Continued Claims,Claims,Total Cont. Weeks Claimed,1516
Sep-20,County,Beaufort,Continued Claims,Claimants,Total Claimants,630
Sep-20,County,Beaufort,Continued Claims,COVID,COVID-19 Claimants,334
Sep-20,County,Beaufort,Continued Claims,Gender,Other,0
Sep-20,County,Beaufort,Continued Claims,Gender,Male,325
Sep-20,County,Beaufort,Continued Claims,Gender,Female,305
Sep-20,County,Beaufort,Continued Claims,Race,Race Unknown,21
Sep-20,County,Beaufort,Continued Claims,Race,Other Race,20
Sep-20,County,Beaufort,Continued Claims,Race,White,296
Sep-20,County,Beaufort,Continued Claims,Race,Black,293
Sep-20,County,Beaufort,Continued Claims,Hispanic Origin,Hispanic Origin Unknown,93
Sep-20,County,Beaufort,Continued Claims,Hispanic Origin,Not Hispanic,518
Sep-20,County,Beaufort,Continued Claims,Hispanic Origin,Hispanic,19
Sep-20,County,Beaufort,Continued Claims,Age,65+,47
Sep-20,County,Beaufort,Continued Claims,Age,60 to 64,51
Sep-20,County,Beaufort,Continued Claims,Age,55 to 59,67
Sep-20,County,Beaufort,Continued Claims,Age,45 to 54,125
Sep-20,County,Beaufort,Continued Claims,Age,35 to 44,127
Sep-20,County,Beaufort,Continued Claims,Age,25 to 34,149
Sep-20,County,Beaufort,Continued Claims,Age,Less than 25,64
Sep-20,County,Beaufort,Continued Claims,Industry,Unclassified / Unknown,93
Sep-20,County,Beaufort,Continued Claims,Industry,"Trade, Transportation, & Utilities",92
Sep-20,County,Beaufort,Continued Claims,Industry,Public Administration,9
Sep-20,County,Beaufort,Continued Claims,Industry,Professional & Business Services,56
Sep-20,County,Beaufort,Continued Claims,Industry,Other Services,15
Sep-20,County,Beaufort,Continued Claims,Industry,Natural Resources & Mining,18
Sep-20,County,Beaufort,Continued Claims,Industry,Manufacturing,140
Sep-20,County,Beaufort,Continued Claims,Industry,Leisure & Hospitality,53
Sep-20,County,Beaufort,Continued Claims,Industry,Information,0
Sep-20,County,Beaufort,Continued Claims,Industry,Financial Activities,18
Sep-20,County,Beaufort,Continued Claims,Industry,Educational  & Health Services,99
Sep-20,County,Beaufort,Continued Claims,Industry,Construction,38
Sep-20,County,Bertie,Continued Claims,Claims,Total Cont. Weeks Claimed,687
Sep-20,County,Bertie,Continued Claims,Claimants,Total Claimants,249
Sep-20,County,Bertie,Continued Claims,COVID,COVID-19 Claimants,125
Sep-20,County,Bertie,Continued Claims,Gender,Other,
Sep-20,County,Bertie,Continued Claims,Gender,Male,
Sep-20,County,Bertie,Continued Claims,Gender,Female,133
Sep-20,County,Bertie,Continued Claims,Race,Race Unknown,5
Sep-20,County,Bertie,Continued Claims,Race,Other Race,5
Sep-20,County,Bertie,Continued Claims,Race,White,34
Sep-20,County,Bertie,Continued Claims,Race,Black,205
Sep-20,County,Bertie,Continued Claims,Hispanic Origin,Hispanic Origin Unknown,
Sep-20,County,Bertie,Continued Claims,Hispanic Origin,Not Hispanic,229
Sep-20,County,Bertie,Continued Claims,Hispanic Origin,Hispanic,
Sep-20,County,Bertie,Continued Claims,Age,65+,14
Sep-20,County,Bertie,Continued Claims,Age,60 to 64,11
Sep-20,County,Bertie,Continued Claims,Age,55 to 59,16
Sep-20,County,Bertie,Continued Claims,Age,45 to 54,41
Sep-20,County,Bertie,Continued Claims,Age,35 to 44,55
Sep-20,County,Bertie,Continued Claims,Age,25 to 34,89
Sep-20,County,Bertie,Continued Claims,Age,Less than 25,23
Sep-20,County,Bertie,Continued Claims,Industry,Unclassified / Unknown,36
Sep-20,County,Bertie,Continued Claims,Industry,"Trade, Transportation, & Utilities",41
Sep-20,County,Bertie,Continued Claims,Industry,Public Administration,
Sep-20,County,Bertie,Continued Claims,Industry,Professional & Business Services,34
Sep-20,County,Bertie,Continued Claims,Industry,Other Services,
Sep-20,County,Bertie,Continued Claims,Industry,Natural Resources & Mining,
Sep-20,County,Bertie,Continued Claims,Industry,Manufacturing,31
Sep-20,County,Bertie,Continued Claims,Industry,Leisure & Hospitality,15
Sep-20,County,Bertie,Continued Claims,Industry,Information,0
Sep-20,County,Bertie,Continued Claims,Industry,Financial Activities,0
Sep-20,County,Bertie,Continued Claims,Industry,Educational  & Health Services,56
Sep-20,County,Bertie,Continued Claims,Industry,Construction,20
Sep-20,County,Bladen,Continued Claims,Claims,Total Cont. Weeks Claimed,1328
Sep-20,County,Bladen,Continued Claims,Claimants,Total Claimants,497
Sep-20,County,Bladen,Continued Claims,COVID,COVID-19 Claimants,283
Sep-20,County,Bladen,Continued Claims,Gender,Other,0
Sep-20,County,Bladen,Continued Claims,Gender,Male,227
Sep-20,County,Bladen,Continued Claims,Gender,Female,270
Sep-20,County,Bladen,Continued Claims,Race,Race Unknown,18
Sep-20,County,Bladen,Continued Claims,Race,Other Race,44
Sep-20,County,Bladen,Continued Claims,Race,White,168
Sep-20,County,Bladen,Continued Claims,Race,Black,267
Sep-20,County,Bladen,Continued Claims,Hispanic Origin,Hispanic Origin Unknown,28
Sep-20,County,Bladen,Continued Claims,Hispanic Origin,Not Hispanic,460
Sep-20,County,Bladen,Continued Claims,Hispanic Origin,Hispanic,9
Sep-20,County,Bladen,Continued Claims,Age,65+,26
Sep-20,County,Bladen,Continued Claims,Age,60 to 64,24
Sep-20,County,Bladen,Continued Claims,Age,55 to 59,39
Sep-20,County,Bladen,Continued Claims,Age,45 to 54,96
Sep-20,County,Bladen,Continued Claims,Age,35 to 44,111
Sep-20,County,Bladen,Continued Claims,Age,25 to 34,145
Sep-20,County,Bladen,Continued Claims,Age,Less than 25,56
Sep-20,County,Bladen,Continued Claims,Industry,Unclassified / Unknown,104
Sep-20,County,Bladen,Continued Claims,Industry,"Trade, Transportation, & Utilities",82
Sep-20,County,Bladen,Continued Claims,Industry,Public Administration,9
Sep-20,County,Bladen,Continued Claims,Industry,Professional & Business Services,49
Sep-20,County,Bladen,Continued Claims,Industry,Other Services,
Sep-20,County,Bladen,Continued Claims,Industry,Natural Resources & Mining,13
Sep-20,County,Bladen,Continued Claims,Industry,Manufacturing,95
Sep-20,County,Bladen,Continued Claims,Industry,Leisure & Hospitality,37
Sep-20,County,Bladen,Continued Claims,Industry,Information,
Sep-20,County,Bladen,Continued Claims,Industry,Financial Activities,
Sep-20,County,Bladen,Continued Claims,Industry,Educational  & Health Services,70
Sep-20,County,Bladen,Continued Claims,Industry,Construction,25
Sep-20,County,Brunswick,Continued Claims,Claims,Total Cont. Weeks Claimed,2980
Sep-20,County,Brunswick,Continued Claims,Claimants,Total Claimants,1191
Sep-20,County,Brunswick,Continued Claims,COVID,COVID-19 Claimants,682
Sep-20,County,Brunswick,Continued Claims,Gender,Other,
Sep-20,County,Brunswick,Continued Claims,Gender,Male,
Sep-20,County,Brunswick,Continued Claims,Gender,Female,634
Sep-20,County,Brunswick,Continued Claims,Race,Race Unknown,63
Sep-20,County,Brunswick,Continued Claims,Race,Other Race,51
Sep-20,County,Brunswick,Continued Claims,Race,White,810
Sep-20,County,Brunswick,Continued Claims,Race,Black,267
Sep-20,County,Brunswick,Continued Claims,Hispanic Origin,Hispanic Origin Unknown,95
Sep-20,County,Brunswick,Continued Claims,Hispanic Origin,Not Hispanic,1053
Sep-20,County,Brunswick,Continued Claims,Hispanic Origin,Hispanic,43
Sep-20,County,Brunswick,Continued Claims,Age,65+,116
Sep-20,County,Brunswick,Continued Claims,Age,60 to 64,115
Sep-20,County,Brunswick,Continued Claims,Age,55 to 59,124
Sep-20,County,Brunswick,Continued Claims,Age,45 to 54,204
Sep-20,County,Brunswick,Continued Claims,Age,35 to 44,219
Sep-20,County,Brunswick,Continued Claims,Age,25 to 34,288
Sep-20,County,Brunswick,Continued Claims,Age,Less than 25,125
Sep-20,County,Brunswick,Continued Claims,Industry,Unclassified / Unknown,271
Sep-20,County,Brunswick,Continued Claims,Industry,"Trade, Transportation, & Utilities",222
Sep-20,County,Brunswick,Continued Claims,Industry,Public Administration,
Sep-20,County,Brunswick,Continued Claims,Industry,Professional & Business Services,125
Sep-20,County,Brunswick,Continued Claims,Industry,Other Services,26
Sep-20,County,Brunswick,Continued Claims,Industry,Natural Resources & Mining,
Sep-20,County,Brunswick,Continued Claims,Industry,Manufacturing,45
Sep-20,County,Brunswick,Continued Claims,Industry,Leisure & Hospitality,174
Sep-20,County,Brunswick,Continued Claims,Industry,Information,
Sep-20,County,Brunswick,Continued Claims,Industry,Financial Activities,36
Sep-20,County,Brunswick,Continued Claims,Industry,Educational  & Health Services,172
Sep-20,County,Brunswick,Continued Claims,Industry,Construction,96
Sep-20,County,Buncombe,Continued Claims,Claims,Total Cont. Weeks Claimed,7046
Sep-20,County,Buncombe,Continued Claims,Claimants,Total Claimants,2822
Sep-20,County,Buncombe,Continued Claims,COVID,COVID-19 Claimants,1768
Sep-20,County,Buncombe,Continued Claims,Gender,Other,
Sep-20,County,Buncombe,Continued Claims,Gender,Male,
Sep-20,County,Buncombe,Continued Claims,Gender,Female,1510
Sep-20,County,Buncombe,Continued Claims,Race,Race Unknown,219
Sep-20,County,Buncombe,Continued Claims,Race,Other Race,156
Sep-20,County,Buncombe,Continued Claims,Race,White,2036
Sep-20,County,Buncombe,Continued Claims,Race,Black,411
Sep-20,County,Buncombe,Continued Claims,Hispanic Origin,Hispanic Origin Unknown,235
Sep-20,County,Buncombe,Continued Claims,Hispanic Origin,Not Hispanic,2451
Sep-20,County,Buncombe,Continued Claims,Hispanic Origin,Hispanic,136
Sep-20,County,Buncombe,Continued Claims,Age,65+,201
Sep-20,County,Buncombe,Continued Claims,Age,60 to 64,152
Sep-20,County,Buncombe,Continued Claims,Age,55 to 59,193
Sep-20,County,Buncombe,Continued Claims,Age,45 to 54,476
Sep-20,County,Buncombe,Continued Claims,Age,35 to 44,683
Sep-20,County,Buncombe,Continued Claims,Age,25 to 34,829
Sep-20,County,Buncombe,Continued Claims,Age,Less than 25,288
Sep-20,County,Buncombe,Continued Claims,Industry,Unclassified / Unknown,535
Sep-20,County,Buncombe,Continued Claims,Industry,"Trade, Transportation, & Utilities",425
Sep-20,County,Buncombe,Continued Claims,Industry,Public Administration,
Sep-20,County,Buncombe,Continued Claims,Industry,Professional & Business Services,312
Sep-20,County,Buncombe,Continued Claims,Industry,Other Services,129
Sep-20,County,Buncombe,Continued Claims,Industry,Natural Resources & Mining,
Sep-20,County,Buncombe,Continued Claims,Industry,Manufacturing,238
Sep-20,County,Buncombe,Continued Claims,Industry,Leisure & Hospitality,525
Sep-20,County,Buncombe,Continued Claims,Industry,Information,25
Sep-20,County,Buncombe,Continued Claims,Industry,Financial Activities,74
